GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,34,25,9,0.735,854.37,154,332,0.464,55,155,0.355,55,81,0.679,19,86,105,123,44,32,14,19,53,59,418,159,822.5,0,0,793.0,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2
Location,Road,30,21,9,0.7,741.7366666666667,126,267,0.472,51,129,0.395,55,74,0.743,22,76,98,92,32,25,19,8,46,50,358,99,713.6,1,0,687.0,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2
