PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,TOUCH_TIME_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1641709,"Thompson, Ausar",1,59,58,Touch < 2 Seconds,0.57,2.51,4.44,0.565,0.584,0.472,2.34,3.68,0.636,0.098,0.17,0.76,0.222
1641709,"Thompson, Ausar",2,59,57,Touch 2-6 Seconds,0.346,1.41,2.69,0.522,0.525,0.337,1.39,2.63,0.529,0.009,0.02,0.07,0.25
1641709,"Thompson, Ausar",3,59,28,Touch 6+ Seconds,0.085,0.25,0.66,0.385,0.385,0.085,0.25,0.66,0.385,0.0,0.0,0.0,
