PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,66,"Risacher, Zaccharie",1642258,0.095,3.82,0.18,0.32,0.76,0.414,0.22,0.53,0.425,0.09,0.24,0.389
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,1,"Bufkin, Kobe",1641723,0.003,0.12,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,1,"Plowden, Daeqwon",1631342,0.001,0.03,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,22,"Gueye, Mouhamed",1631243,0.024,0.97,0.04,0.16,0.22,0.706,0.14,0.2,0.733,0.01,0.03,0.5
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,15,"Barlow, Dominick",1631230,0.013,0.53,0.03,0.05,0.12,0.444,0.05,0.11,0.5,0.0,0.01,0.0
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,11,"Roddy, David",1631223,0.008,0.33,0.03,0.03,0.09,0.286,0.01,0.05,0.25,0.01,0.04,0.333
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,15,"Wallace, Keaton",1630811,0.032,1.29,0.17,0.21,0.39,0.533,0.11,0.25,0.421,0.11,0.14,0.727
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,32,"Johnson, Jalen",1630552,0.072,2.88,0.2,0.28,0.66,0.42,0.21,0.43,0.485,0.07,0.22,0.294
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,43,"Krejčí, Vít",1630249,0.081,3.25,0.21,0.37,0.83,0.444,0.32,0.64,0.49,0.05,0.18,0.286
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,67,"Okongwu, Onyeka",1630168,0.128,5.12,0.49,0.66,1.41,0.467,0.54,1.11,0.488,0.12,0.3,0.391
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,26,"Mathews, Garrison",1629726,0.018,0.72,0.07,0.09,0.18,0.5,0.08,0.16,0.5,0.01,0.03,0.5
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,33,"Hunter, De'Andre",1629631,0.041,1.66,0.13,0.17,0.47,0.361,0.14,0.34,0.423,0.03,0.13,0.2
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,25,"Mann, Terance",1629611,0.03,1.18,0.11,0.18,0.33,0.56,0.16,0.26,0.6,0.03,0.07,0.4
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,72,"Young, Trae",1629027,0.27,10.8,1.54,1.76,3.91,0.451,1.39,2.8,0.498,0.37,1.11,0.333
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,28,"Niang, Georges",1627777,0.05,2.01,0.09,0.14,0.33,0.44,0.12,0.25,0.474,0.03,0.08,0.333
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,26,"LeVert, Caris",1627747,0.041,1.66,0.11,0.2,0.42,0.469,0.17,0.32,0.542,0.03,0.11,0.25
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,20,"Nance Jr., Larry",1626204,0.025,1.0,0.04,0.09,0.21,0.438,0.08,0.13,0.6,0.01,0.08,0.167
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,21,"Bogdanović, Bogdan",203992,0.021,0.83,0.01,0.01,0.21,0.063,0.0,0.05,0.0,0.01,0.16,0.083
1630700,"Daniels, Dyson",Atlanta Hawks,1610612737,ATL,received,45,"Capela, Clint",203991,0.046,1.83,0.09,0.21,0.53,0.4,0.14,0.38,0.379,0.07,0.14,0.455
