PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,59,"Wells, Jaylen",1642377,0.061,2.09,0.23,0.42,1.03,0.408,0.34,0.73,0.463,0.08,0.3,0.273
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,9,"Spencer, Cam",1642285,0.016,0.54,0.01,0.03,0.15,0.182,0.03,0.14,0.2,0.0,0.01,0.0
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,40,"Edey, Zach",1641744,0.037,1.28,0.05,0.14,0.36,0.37,0.07,0.23,0.294,0.07,0.14,0.5
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,13,"Jackson, GG",1641713,0.009,0.32,0.0,0.07,0.15,0.455,0.07,0.14,0.5,0.0,0.01,0.0
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,17,"Williams Jr., Vince",1631246,0.02,0.68,0.14,0.19,0.42,0.452,0.12,0.28,0.429,0.07,0.14,0.5
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,38,"LaRavia, Jake",1631222,0.053,1.84,0.16,0.35,0.76,0.464,0.26,0.55,0.463,0.09,0.2,0.467
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,16,"Huff, Jay",1630643,0.009,0.32,0.01,0.04,0.09,0.429,0.04,0.09,0.429,0.0,0.0,
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,66,"Pippen Jr., Scotty",1630590,0.179,6.2,0.78,1.39,3.08,0.452,0.95,1.96,0.483,0.45,1.12,0.398
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,49,"Aldama, Santi",1630583,0.073,2.54,0.36,0.5,1.3,0.385,0.34,0.78,0.431,0.16,0.51,0.316
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,60,"Bane, Desmond",1630217,0.216,7.47,1.18,1.78,3.77,0.473,1.31,2.65,0.495,0.47,1.12,0.422
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,4,"Stevens, Lamar",1630205,0.002,0.07,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,21,"Konchar, John",1629723,0.032,1.12,0.07,0.22,0.53,0.41,0.22,0.45,0.485,0.0,0.08,0.0
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,38,"Clarke, Brandon",1629634,0.032,1.11,0.14,0.22,0.46,0.471,0.16,0.32,0.5,0.05,0.14,0.4
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,42,"Morant, Ja",1629630,0.13,4.5,0.7,1.03,2.49,0.413,0.76,1.81,0.418,0.27,0.68,0.4
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,1,"Bagley III, Marvin",1628963,0.0,0.01,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,60,"Kennard, Luke",1628379,0.106,3.66,0.58,0.89,1.96,0.455,0.68,1.41,0.481,0.22,0.55,0.39
1628991,"Jackson Jr., Jaren",Memphis Grizzlies,1610612763,MEM,received,16,"Smart, Marcus",203935,0.023,0.81,0.15,0.24,0.51,0.474,0.23,0.36,0.63,0.01,0.15,0.091
