GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400019,75,1642377,Jaylen Wells,1610612763,Memphis Grizzlies,1,6,35,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,5,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400019,234,1642377,Jaylen Wells,1610612763,Memphis Grizzlies,2,7,50,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,96,46,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400019,714,1642377,Jaylen Wells,1610612763,Memphis Grizzlies,4,6,30,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,3,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400019,744,1642377,Jaylen Wells,1610612763,Memphis Grizzlies,4,5,6,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,51,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400019,851,1642377,Jaylen Wells,1610612763,Memphis Grizzlies,4,0,0,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,22,38,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400023,38,1642377,Jaylen Wells,1610612763,Memphis Grizzlies,1,8,54,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,9,1,1,20241119,MEM,DEN
Shot Chart Detail,0022400023,370,1642377,Jaylen Wells,1610612763,Memphis Grizzlies,2,2,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-115,66,1,1,20241119,MEM,DEN
Shot Chart Detail,0022400023,377,1642377,Jaylen Wells,1610612763,Memphis Grizzlies,2,2,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-206,148,1,1,20241119,MEM,DEN
Shot Chart Detail,0022400042,38,1642377,Jaylen Wells,1610612763,Memphis Grizzlies,1,9,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,135,215,1,1,20241129,MEM,NOP
Shot Chart Detail,0022400042,59,1642377,Jaylen Wells,1610612763,Memphis Grizzlies,1,7,32,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,32,1,1,20241129,MEM,NOP
