GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,31,19,12,0.613,990.0416666666666,173,340,0.509,19,52,0.365,177,212,0.835,59,101,160,178,42,40,13,26,32,153,542,119,1118.0,4,2,1005.0,1,1,3,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,3,1,1,2,1,1,1,1,2
Location,Neutral,1,1,0,1.0,30.683333333333334,6,13,0.462,0,0,0.0,6,8,0.75,6,2,8,4,4,0,0,3,2,5,18,4,29.6,0,0,30.0,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,1
Location,Road,23,16,7,0.696,725.41,122,244,0.5,13,52,0.25,147,172,0.855,60,68,128,116,28,37,5,21,18,125,404,123,829.6,2,1,745.0,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
