GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,24,5,19,0.208,738.9766666666667,158,363,0.435,76,208,0.365,73,88,0.83,29,106,135,32,35,13,7,19,44,77,465,-35,700.0,2,0,748.0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1
Location,Road,23,4,19,0.174,736.8666666666667,138,337,0.409,62,191,0.325,89,97,0.918,43,100,143,38,31,20,10,20,35,82,427,-151,714.6,3,0,730.0,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,1
