PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,DRIBBLE_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
202696,"Vučević, Nikola",1,73,73,0 Dribbles,0.647,4.81,9.21,0.522,0.618,0.34,3.05,4.84,0.632,0.307,1.75,4.37,0.401
202696,"Vučević, Nikola",2,73,66,1 Dribble,0.154,1.27,2.19,0.581,0.584,0.153,1.26,2.18,0.579,0.001,0.01,0.01,1.0
202696,"Vučević, Nikola",3,73,53,2 Dribbles,0.092,0.68,1.3,0.526,0.526,0.092,0.68,1.3,0.526,0.0,0.0,0.0,
202696,"Vučević, Nikola",4,73,58,3-6 Dribbles,0.098,0.7,1.4,0.5,0.5,0.097,0.7,1.38,0.505,0.001,0.0,0.01,0.0
202696,"Vučević, Nikola",5,73,9,7+ Dribbles,0.009,0.07,0.12,0.556,0.556,0.009,0.07,0.12,0.556,0.0,0.0,0.0,
