PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_TO,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,1,"Livingston, Chris",1641753,0.001,0.01,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.01,0.0
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,6,"Jackson Jr., Andre",1641748,0.013,0.16,0.0,0.0,0.05,0.0,0.0,0.04,0.0,0.0,0.01,0.0
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,25,"Green, AJ",1631260,0.125,1.55,0.21,0.21,0.41,0.516,0.01,0.05,0.25,0.2,0.36,0.556
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,1,"Nance, Pete",1631250,0.001,0.01,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,5,"Rollins, Ryan",1631157,0.027,0.33,0.03,0.03,0.11,0.25,0.0,0.03,0.0,0.03,0.08,0.333
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,2,"Bouyea, Jamaree",1631123,0.002,0.03,0.0,0.0,0.01,0.0,0.0,0.0,,0.0,0.01,0.0
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,12,"Sims, Jericho",1630579,0.042,0.52,0.11,0.11,0.12,0.889,0.11,0.12,0.889,0.0,0.0,
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,27,"Trent Jr., Gary",1629018,0.117,1.44,0.2,0.28,0.64,0.438,0.15,0.24,0.611,0.13,0.4,0.333
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,23,"Kuzma, Kyle",1628398,0.162,2.0,0.25,0.32,0.83,0.387,0.21,0.57,0.372,0.11,0.25,0.421
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,25,"Prince, Taurean",1627752,0.076,0.93,0.2,0.2,0.31,0.652,0.09,0.12,0.778,0.11,0.19,0.571
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,5,"Connaughton, Pat",1626192,0.019,0.24,0.03,0.03,0.04,0.667,0.03,0.04,0.667,0.0,0.0,
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,5,"Portis, Bobby",1626171,0.035,0.43,0.05,0.07,0.12,0.556,0.05,0.09,0.571,0.01,0.03,0.5
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,23,"Antetokounmpo, Giannis",203507,0.195,2.41,0.13,0.28,0.69,0.404,0.27,0.65,0.408,0.01,0.04,0.333
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,9,"Lillard, Damian",203081,0.031,0.39,0.01,0.01,0.09,0.143,0.0,0.05,0.0,0.01,0.04,0.333
1629645,"Porter Jr., Kevin",Milwaukee Bucks,1610612749,MIL,made,24,"Lopez, Brook",201572,0.153,1.89,0.27,0.28,0.59,0.477,0.16,0.28,0.571,0.12,0.31,0.391
