GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,40,20,20,0.5,1119.3833333333334,180,344,0.523,87,184,0.473,89,112,0.795,46,93,139,72,27,19,11,12,39,82,536,69,873.8,1,0,894.0,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1
Location,Neutral,2,1,1,0.5,54.68333333333333,18,24,0.75,5,9,0.556,4,7,0.571,6,8,14,4,3,2,0,2,2,6,45,8,70.8,0,0,72.0,3,3,1,1,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,2,3,2,1,3,1
Location,Road,40,13,27,0.325,1055.9966666666667,149,315,0.473,64,167,0.383,68,80,0.85,45,112,157,60,20,18,3,14,34,59,430,-102,751.4,0,0,753.0,1,2,3,3,2,2,2,3,2,2,3,2,2,1,2,1,1,2,2,2,2,3,2,2,2,3,2,2,1,2,1
