GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400022,9,1630182,Josh Green,1610612766,Charlotte Hornets,1,11,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-150,209,1,1,20241119,BKN,CHA
Shot Chart Detail,0022400040,19,1630182,Josh Green,1610612766,Charlotte Hornets,1,9,48,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-42,183,1,1,20241129,CHA,NYK
Shot Chart Detail,0022400040,245,1630182,Josh Green,1610612766,Charlotte Hornets,2,4,22,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,-17,1,1,20241129,CHA,NYK
Shot Chart Detail,0022400040,292,1630182,Josh Green,1610612766,Charlotte Hornets,2,0,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,93,17,1,1,20241129,CHA,NYK
Shot Chart Detail,0022400040,296,1630182,Josh Green,1610612766,Charlotte Hornets,2,0,0,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,104,-13,1,1,20241129,CHA,NYK
Shot Chart Detail,0022400040,566,1630182,Josh Green,1610612766,Charlotte Hornets,4,3,18,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,-16,1,1,20241129,CHA,NYK
Shot Chart Detail,0022400040,644,1630182,Josh Green,1610612766,Charlotte Hornets,4,0,0,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,4,1,1,20241129,CHA,NYK
Shot Chart Detail,0022400079,523,1630182,Josh Green,1610612766,Charlotte Hornets,3,2,47,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,8,1,1,20241025,ATL,CHA
Shot Chart Detail,0022400079,606,1630182,Josh Green,1610612766,Charlotte Hornets,4,10,41,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,222,-21,1,1,20241025,ATL,CHA
Shot Chart Detail,0022400117,26,1630182,Josh Green,1610612766,Charlotte Hornets,1,9,41,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,17,1,1,20241030,CHA,TOR
Shot Chart Detail,0022400117,193,1630182,Josh Green,1610612766,Charlotte Hornets,2,11,4,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,10,1,1,20241030,CHA,TOR
Shot Chart Detail,0022400117,258,1630182,Josh Green,1610612766,Charlotte Hornets,2,6,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,72,241,1,1,20241030,CHA,TOR
Shot Chart Detail,0022400132,231,1630182,Josh Green,1610612766,Charlotte Hornets,2,7,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,9,262,1,1,20241101,CHA,BOS
Shot Chart Detail,0022400141,13,1630182,Josh Green,1610612766,Charlotte Hornets,1,11,5,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,39,1,1,20241102,CHA,BOS
Shot Chart Detail,0022400141,19,1630182,Josh Green,1610612766,Charlotte Hornets,1,10,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,167,185,1,1,20241102,CHA,BOS
Shot Chart Detail,0022400141,397,1630182,Josh Green,1610612766,Charlotte Hornets,3,8,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-135,222,1,1,20241102,CHA,BOS
Shot Chart Detail,0022400141,570,1630182,Josh Green,1610612766,Charlotte Hornets,4,6,49,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,8,1,1,20241102,CHA,BOS
Shot Chart Detail,0022400162,63,1630182,Josh Green,1610612766,Charlotte Hornets,1,6,25,Made Shot,Turnaround Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-16,53,1,1,20241104,MIN,CHA
Shot Chart Detail,0022400162,224,1630182,Josh Green,1610612766,Charlotte Hornets,2,6,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-219,95,1,1,20241104,MIN,CHA
Shot Chart Detail,0022400162,267,1630182,Josh Green,1610612766,Charlotte Hornets,2,3,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,10,1,1,20241104,MIN,CHA
Shot Chart Detail,0022400184,549,1630182,Josh Green,1610612766,Charlotte Hornets,4,9,5,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,8,1,1,20241108,CHA,IND
Shot Chart Detail,0022400229,13,1630182,Josh Green,1610612766,Charlotte Hornets,1,11,7,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,12,1,1,20241116,CHA,MIL
Shot Chart Detail,0022400229,18,1630182,Josh Green,1610612766,Charlotte Hornets,1,10,32,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,11,1,1,20241116,CHA,MIL
Shot Chart Detail,0022400229,48,1630182,Josh Green,1610612766,Charlotte Hornets,1,7,56,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,15,1,1,20241116,CHA,MIL
Shot Chart Detail,0022400229,52,1630182,Josh Green,1610612766,Charlotte Hornets,1,7,17,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-235,85,1,1,20241116,CHA,MIL
Shot Chart Detail,0022400229,366,1630182,Josh Green,1610612766,Charlotte Hornets,3,8,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-5,250,1,1,20241116,CHA,MIL
Shot Chart Detail,0022400236,18,1630182,Josh Green,1610612766,Charlotte Hornets,1,10,35,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,5,1,1,20241117,CLE,CHA
Shot Chart Detail,0022400236,264,1630182,Josh Green,1610612766,Charlotte Hornets,2,5,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,6,1,1,20241117,CLE,CHA
Shot Chart Detail,0022400236,281,1630182,Josh Green,1610612766,Charlotte Hornets,2,4,22,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,-5,1,1,20241117,CLE,CHA
Shot Chart Detail,0022400236,286,1630182,Josh Green,1610612766,Charlotte Hornets,2,4,2,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,6,1,1,20241117,CLE,CHA
Shot Chart Detail,0022400236,307,1630182,Josh Green,1610612766,Charlotte Hornets,2,1,48,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-127,87,1,1,20241117,CLE,CHA
Shot Chart Detail,0022400236,374,1630182,Josh Green,1610612766,Charlotte Hornets,3,10,16,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-229,38,1,1,20241117,CLE,CHA
Shot Chart Detail,0022400260,55,1630182,Josh Green,1610612766,Charlotte Hornets,1,8,5,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-186,180,1,1,20241121,CHA,DET
Shot Chart Detail,0022400260,374,1630182,Josh Green,1610612766,Charlotte Hornets,3,11,11,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,26,1,1,20241121,CHA,DET
Shot Chart Detail,0022400260,397,1630182,Josh Green,1610612766,Charlotte Hornets,3,9,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,228,96,1,1,20241121,CHA,DET
Shot Chart Detail,0022400268,31,1630182,Josh Green,1610612766,Charlotte Hornets,1,9,6,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,-8,1,1,20241123,MIL,CHA
Shot Chart Detail,0022400268,57,1630182,Josh Green,1610612766,Charlotte Hornets,1,6,43,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,-1,1,1,20241123,MIL,CHA
Shot Chart Detail,0022400268,212,1630182,Josh Green,1610612766,Charlotte Hornets,2,7,51,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,2,1,1,20241123,MIL,CHA
Shot Chart Detail,0022400268,380,1630182,Josh Green,1610612766,Charlotte Hornets,3,9,46,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,25,240,72,1,1,20241123,MIL,CHA
Shot Chart Detail,0022400277,314,1630182,Josh Green,1610612766,Charlotte Hornets,2,0,46,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20241125,CHA,ORL
Shot Chart Detail,0022400286,85,1630182,Josh Green,1610612766,Charlotte Hornets,1,4,27,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,7,53,1,1,20241127,CHA,MIA
Shot Chart Detail,0022400286,347,1630182,Josh Green,1610612766,Charlotte Hornets,3,8,7,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,6,1,1,20241127,CHA,MIA
Shot Chart Detail,0022400286,492,1630182,Josh Green,1610612766,Charlotte Hornets,4,11,10,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20241127,CHA,MIA
Shot Chart Detail,0022400300,11,1630182,Josh Green,1610612766,Charlotte Hornets,1,11,30,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,230,75,1,1,20241130,CHA,ATL
Shot Chart Detail,0022400300,44,1630182,Josh Green,1610612766,Charlotte Hornets,1,7,10,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-115,254,1,1,20241130,CHA,ATL
Shot Chart Detail,0022400300,389,1630182,Josh Green,1610612766,Charlotte Hornets,3,8,1,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,5,1,1,20241130,CHA,ATL
Shot Chart Detail,0022400300,396,1630182,Josh Green,1610612766,Charlotte Hornets,3,7,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,0,1,1,20241130,CHA,ATL
Shot Chart Detail,0022400300,401,1630182,Josh Green,1610612766,Charlotte Hornets,3,6,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,87,261,1,1,20241130,CHA,ATL
Shot Chart Detail,0022400300,436,1630182,Josh Green,1610612766,Charlotte Hornets,3,4,45,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,-16,1,1,20241130,CHA,ATL
Shot Chart Detail,0022400327,59,1630182,Josh Green,1610612766,Charlotte Hornets,1,7,35,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20241205,NYK,CHA
Shot Chart Detail,0022400327,206,1630182,Josh Green,1610612766,Charlotte Hornets,2,6,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-114,222,1,1,20241205,NYK,CHA
Shot Chart Detail,0022400340,17,1630182,Josh Green,1610612766,Charlotte Hornets,1,10,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,107,237,1,1,20241207,CHA,CLE
Shot Chart Detail,0022400340,46,1630182,Josh Green,1610612766,Charlotte Hornets,1,8,5,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,9,1,1,20241207,CHA,CLE
Shot Chart Detail,0022400340,63,1630182,Josh Green,1610612766,Charlotte Hornets,1,6,35,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,6,1,1,20241207,CHA,CLE
Shot Chart Detail,0022400340,247,1630182,Josh Green,1610612766,Charlotte Hornets,2,5,56,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20241207,CHA,CLE
Shot Chart Detail,0022400340,401,1630182,Josh Green,1610612766,Charlotte Hornets,3,5,46,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,-11,1,1,20241207,CHA,CLE
Shot Chart Detail,0022400340,584,1630182,Josh Green,1610612766,Charlotte Hornets,4,6,53,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,23,1,1,20241207,CHA,CLE
Shot Chart Detail,0022400349,150,1630182,Josh Green,1610612766,Charlotte Hornets,1,0,2,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,3,1,1,20241208,IND,CHA
Shot Chart Detail,0022400349,300,1630182,Josh Green,1610612766,Charlotte Hornets,2,2,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,-4,1,1,20241208,IND,CHA
Shot Chart Detail,0022400349,619,1630182,Josh Green,1610612766,Charlotte Hornets,4,1,51,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,29,6,1,1,20241208,IND,CHA
