PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,SHOT_TYPE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1631101,"Sharpe, Shaedon",1,72,69,Catch and Shoot,0.22,1.04,3.38,0.309,0.459,0.009,0.03,0.14,0.2,0.211,1.01,3.24,0.313
1631101,"Sharpe, Shaedon",2,72,72,Pull Ups,0.419,2.43,6.43,0.378,0.456,0.205,1.43,3.14,0.456,0.215,1.0,3.29,0.304
1631101,"Sharpe, Shaedon",3,72,71,Less than 10 ft,0.359,3.43,5.5,0.624,0.624,0.359,3.43,5.5,0.624,0.0,0.0,0.0,
1631101,"Sharpe, Shaedon",4,72,2,Other,0.002,0.03,0.03,1.0,1.5,0.0,0.0,0.0,,0.002,0.03,0.03,1.0
