GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,32,12,20,0.375,1139.98,187,413,0.453,36,138,0.261,76,102,0.745,60,155,215,62,46,40,17,41,102,91,486,-149,962.0,7,0,913.0,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1
Location,Road,28,9,19,0.321,938.21,161,328,0.491,35,104,0.337,63,83,0.759,37,116,153,46,34,52,13,25,78,77,420,-109,833.6,3,0,784.0,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1
