GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,18,7,11,0.389,342.9716666666667,53,104,0.51,1,7,0.143,37,53,0.698,56,87,143,12,24,14,4,9,47,41,144,-98,363.6,4,0,336.0,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1
Location,Road,22,5,17,0.227,407.6616666666667,64,130,0.492,2,13,0.154,19,37,0.514,53,114,167,22,31,25,14,20,47,28,149,-147,468.4,1,0,418.0,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1
