GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,28,21,7,0.75,957.5416666666666,233,546,0.427,89,258,0.345,182,241,0.755,26,194,220,218,101,46,10,17,80,174,737,299,1395.0,11,1,1376.0,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2
Location,Road,22,10,12,0.455,811.0083333333333,228,479,0.476,88,223,0.395,127,154,0.825,14,175,189,165,78,43,11,13,46,119,671,45,1229.3,10,4,1221.0,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2
