GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400007,547,1641764,Brandin Podziemski,1610612744,Golden State Warriors,3,0,38,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,191,180,1,1,20241112,GSW,DAL
Shot Chart Detail,0022400019,190,1641764,Brandin Podziemski,1610612744,Golden State Warriors,2,11,18,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,104,153,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400019,581,1641764,Brandin Podziemski,1610612744,Golden State Warriors,3,1,37,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,4,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400019,667,1641764,Brandin Podziemski,1610612744,Golden State Warriors,4,9,17,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-43,32,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400032,137,1641764,Brandin Podziemski,1610612744,Golden State Warriors,1,2,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,29,6,1,1,20241122,NOP,GSW
Shot Chart Detail,0022400032,149,1641764,Brandin Podziemski,1610612744,Golden State Warriors,1,0,54,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-108,32,1,1,20241122,NOP,GSW
Shot Chart Detail,0022400032,333,1641764,Brandin Podziemski,1610612744,Golden State Warriors,2,0,29,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-4,32,1,1,20241122,NOP,GSW
Shot Chart Detail,0022400032,341,1641764,Brandin Podziemski,1610612744,Golden State Warriors,2,0,6,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20241122,NOP,GSW
Shot Chart Detail,0022400032,534,1641764,Brandin Podziemski,1610612744,Golden State Warriors,4,11,22,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,29,103,1,1,20241122,NOP,GSW
Shot Chart Detail,0022400058,21,1641764,Brandin Podziemski,1610612744,Golden State Warriors,1,10,30,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,27,1,1,20241203,DEN,GSW
