PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,TOUCH_TIME_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1628374,"Markkanen, Lauri",1,47,47,Touch < 2 Seconds,0.739,4.64,11.0,0.422,0.55,0.204,1.81,3.04,0.594,0.534,2.83,7.96,0.356
1628374,"Markkanen, Lauri",2,47,47,Touch 2-6 Seconds,0.24,1.53,3.57,0.429,0.443,0.207,1.43,3.09,0.462,0.033,0.11,0.49,0.217
1628374,"Markkanen, Lauri",3,47,11,Touch 6+ Seconds,0.021,0.13,0.32,0.4,0.4,0.019,0.13,0.28,0.462,0.003,0.0,0.04,0.0
