PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
1626167,"Turner, Myles",Indiana Pacers,1610612754,IND,received,1,"Furphy, Johnny",1642277,0.001,0.04,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1626167,"Turner, Myles",Indiana Pacers,1610612754,IND,received,29,"Sheppard, Ben",1641767,0.028,0.85,0.17,0.18,0.29,0.619,0.14,0.18,0.769,0.04,0.11,0.375
1626167,"Turner, Myles",Indiana Pacers,1610612754,IND,received,32,"Walker, Jarace",1641716,0.029,0.89,0.17,0.18,0.31,0.591,0.13,0.22,0.563,0.06,0.08,0.667
1626167,"Turner, Myles",Indiana Pacers,1610612754,IND,received,9,"Jackson, Quenton",1631245,0.017,0.51,0.11,0.11,0.18,0.615,0.08,0.1,0.857,0.03,0.08,0.333
1626167,"Turner, Myles",Indiana Pacers,1610612754,IND,received,59,"Mathurin, Bennedict",1631097,0.099,3.0,0.25,0.29,0.92,0.318,0.18,0.5,0.361,0.11,0.42,0.267
1626167,"Turner, Myles",Indiana Pacers,1610612754,IND,received,34,"Nesmith, Aaron",1630174,0.038,1.15,0.08,0.08,0.28,0.3,0.06,0.17,0.333,0.03,0.11,0.25
1626167,"Turner, Myles",Indiana Pacers,1610612754,IND,received,65,"Haliburton, Tyrese",1630169,0.356,10.74,1.94,1.97,4.72,0.418,0.93,2.15,0.432,1.04,2.57,0.405
1626167,"Turner, Myles",Indiana Pacers,1610612754,IND,received,37,"Toppin, Obi",1630167,0.027,0.82,0.11,0.11,0.33,0.333,0.06,0.18,0.308,0.06,0.15,0.364
1626167,"Turner, Myles",Indiana Pacers,1610612754,IND,received,57,"Nembhard, Andrew",1629614,0.237,7.17,1.17,1.21,2.81,0.431,0.72,1.61,0.448,0.49,1.19,0.407
1626167,"Turner, Myles",Indiana Pacers,1610612754,IND,received,63,"Siakam, Pascal",1627783,0.094,2.83,0.6,0.65,1.38,0.475,0.43,0.9,0.477,0.22,0.47,0.471
1626167,"Turner, Myles",Indiana Pacers,1610612754,IND,received,49,"McConnell, T.J.",204456,0.072,2.18,0.28,0.29,0.74,0.396,0.21,0.47,0.441,0.08,0.26,0.316
