PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,22,"Filipowski, Kyle",1642271,0.066,2.57,0.24,0.43,1.14,0.381,0.16,0.51,0.316,0.27,0.62,0.435
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,27,"Collier, Isaiah",1642268,0.187,7.24,0.59,1.05,2.51,0.419,0.46,1.24,0.37,0.59,1.27,0.468
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,16,"Williams, Cody",1642262,0.02,0.76,0.03,0.08,0.22,0.375,0.05,0.14,0.4,0.03,0.08,0.333
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,16,"Sensabaugh, Brice",1641729,0.034,1.3,0.05,0.16,0.54,0.3,0.16,0.32,0.5,0.0,0.22,0.0
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,28,"George, Keyonte",1641718,0.219,8.46,0.59,0.95,2.68,0.354,0.57,1.57,0.362,0.38,1.11,0.341
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,3,"Hendricks, Taylor",1641707,0.005,0.19,0.03,0.03,0.03,1.0,0.03,0.03,1.0,0.0,0.0,
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,2,"Tshiebwe, Oscar",1631131,0.003,0.11,0.0,0.03,0.05,0.5,0.03,0.03,1.0,0.0,0.03,0.0
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,25,"Kessler, Walker",1631117,0.083,3.22,0.19,0.41,1.19,0.341,0.24,0.62,0.391,0.16,0.57,0.286
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,8,"Potter, Micah",1630695,0.023,0.89,0.11,0.19,0.41,0.467,0.08,0.11,0.75,0.11,0.3,0.364
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,19,"Juzang, Johnny",1630548,0.033,1.27,0.03,0.05,0.27,0.2,0.03,0.19,0.143,0.03,0.08,0.333
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,2,"Springer, Jaden",1630531,0.002,0.08,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,4,"Martin, KJ",1630231,0.007,0.27,0.03,0.03,0.14,0.2,0.0,0.03,0.0,0.03,0.11,0.25
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,12,"Eubanks, Drew",1629234,0.026,1.0,0.03,0.19,0.49,0.389,0.11,0.19,0.571,0.08,0.3,0.273
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,25,"Sexton, Collin",1629012,0.101,3.92,0.16,0.35,1.14,0.31,0.22,0.62,0.348,0.14,0.51,0.263
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,5,"Mykhailiuk, Svi",1629004,0.01,0.38,0.03,0.05,0.19,0.286,0.03,0.11,0.25,0.03,0.08,0.333
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,25,"Collins, John",1628381,0.093,3.59,0.22,0.54,1.14,0.476,0.3,0.62,0.478,0.24,0.51,0.474
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,26,"Markkanen, Lauri",1628374,0.059,2.3,0.05,0.24,0.68,0.36,0.22,0.49,0.444,0.03,0.19,0.143
203903,"Clarkson, Jordan",Utah Jazz,1610612762,UTA,received,6,"Mills, Patty",201988,0.03,1.16,0.08,0.24,0.43,0.563,0.14,0.16,0.833,0.11,0.27,0.4
