GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400033,156,203915,Spencer Dinwiddie,1610612742,Dallas Mavericks,1,0,17,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-238,36,1,1,20241122,DEN,DAL
Shot Chart Detail,0022400033,256,203915,Spencer Dinwiddie,1610612742,Dallas Mavericks,2,6,35,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,15,1,1,20241122,DEN,DAL
Shot Chart Detail,0022400033,483,203915,Spencer Dinwiddie,1610612742,Dallas Mavericks,3,2,17,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,104,230,1,1,20241122,DEN,DAL
Shot Chart Detail,0022400056,354,203915,Spencer Dinwiddie,1610612742,Dallas Mavericks,2,0,30,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,41,1,1,20241203,DAL,MEM
Shot Chart Detail,0022400056,521,203915,Spencer Dinwiddie,1610612742,Dallas Mavericks,3,3,33,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,26,1,1,20241203,DAL,MEM
Shot Chart Detail,0022400056,567,203915,Spencer Dinwiddie,1610612742,Dallas Mavericks,3,0,46,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,12,1,1,20241203,DAL,MEM
Shot Chart Detail,0022400056,776,203915,Spencer Dinwiddie,1610612742,Dallas Mavericks,4,1,40,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,216,139,1,1,20241203,DAL,MEM
Shot Chart Detail,0022400056,780,203915,Spencer Dinwiddie,1610612742,Dallas Mavericks,4,1,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,216,127,1,1,20241203,DAL,MEM
Shot Chart Detail,0022400110,506,203915,Spencer Dinwiddie,1610612742,Dallas Mavericks,3,3,26,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,6,1,1,20241028,DAL,UTA
Shot Chart Detail,0022400110,530,203915,Spencer Dinwiddie,1610612742,Dallas Mavericks,3,1,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-141,225,1,1,20241028,DAL,UTA
