PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,DRIBBLE_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1629652,"Dort, Luguentz",1,71,70,0 Dribbles,0.688,2.61,5.75,0.453,0.637,0.088,0.49,0.73,0.673,0.6,2.11,5.01,0.421
1629652,"Dort, Luguentz",2,71,36,1 Dribble,0.091,0.32,0.76,0.426,0.519,0.04,0.18,0.34,0.542,0.051,0.14,0.42,0.333
1629652,"Dort, Luguentz",3,71,26,2 Dribbles,0.059,0.23,0.49,0.457,0.543,0.044,0.14,0.37,0.385,0.015,0.08,0.13,0.667
1629652,"Dort, Luguentz",4,71,42,3-6 Dribbles,0.133,0.39,1.11,0.354,0.373,0.111,0.35,0.93,0.379,0.022,0.04,0.18,0.231
1629652,"Dort, Luguentz",5,71,17,7+ Dribbles,0.029,0.08,0.24,0.353,0.382,0.02,0.07,0.17,0.417,0.008,0.01,0.07,0.2
