GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,32,20,12,0.625,721.9916666666667,109,213,0.512,60,130,0.462,21,26,0.808,16,50,66,95,39,26,3,4,23,23,299,76,568.7,0,0,578.0,2,1,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1
Location,Road,33,17,16,0.515,749.7,97,218,0.445,53,131,0.405,30,31,0.968,21,96,117,120,33,24,2,7,36,22,277,46,642.4,0,0,619.0,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1
