PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_TO,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
1630585,"Garrett, Marcus",Charlotte Hornets,1610612766,CHA,made,1,"Baugh, Damion",1641878,0.038,1.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,
1630585,"Garrett, Marcus",Charlotte Hornets,1610612766,CHA,made,4,"Smith Jr., Nick",1641733,0.215,7.0,0.75,0.75,1.25,0.6,0.75,0.75,1.0,0.0,0.5,0.0
1630585,"Garrett, Marcus",Charlotte Hornets,1610612766,CHA,made,4,"Diabaté, Moussa",1631217,0.1,3.25,0.75,0.75,1.25,0.6,0.75,1.25,0.6,0.0,0.0,
1630585,"Garrett, Marcus",Charlotte Hornets,1610612766,CHA,made,3,"Moore Jr., Wendell",1631111,0.108,3.5,0.0,0.0,0.75,0.0,0.0,0.5,0.0,0.0,0.25,0.0
1630585,"Garrett, Marcus",Charlotte Hornets,1610612766,CHA,made,2,"Williams, Mark",1631109,0.023,0.75,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1630585,"Garrett, Marcus",Charlotte Hornets,1610612766,CHA,made,2,"Green, Josh",1630182,0.038,1.25,0.25,0.5,0.75,0.667,0.25,0.25,1.0,0.25,0.5,0.5
1630585,"Garrett, Marcus",Charlotte Hornets,1610612766,CHA,made,1,"Ball, LaMelo",1630163,0.008,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,
1630585,"Garrett, Marcus",Charlotte Hornets,1610612766,CHA,made,4,"Jeffries, DaQuan",1629610,0.085,2.75,0.75,0.75,1.0,0.75,0.5,0.75,0.667,0.25,0.25,1.0
1630585,"Garrett, Marcus",Charlotte Hornets,1610612766,CHA,made,3,"Bridges, Miles",1628970,0.192,6.25,0.5,1.0,2.0,0.5,0.5,0.5,1.0,0.5,1.5,0.333
1630585,"Garrett, Marcus",Charlotte Hornets,1610612766,CHA,made,4,"Nurkić, Jusuf",203994,0.131,4.25,0.25,0.25,1.25,0.2,0.25,1.25,0.2,0.0,0.0,
1630585,"Garrett, Marcus",Charlotte Hornets,1610612766,CHA,made,3,"Curry, Seth",203552,0.062,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
