GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,16,7,9,0.438,421.66833333333335,82,199,0.412,42,108,0.389,45,52,0.865,6,53,59,96,21,12,2,14,24,36,251,10,486.8,2,0,476.0,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,1,2,1,1,2,1
Location,Road,17,5,12,0.294,496.085,102,239,0.427,43,117,0.368,66,76,0.868,10,48,58,95,37,11,2,11,37,59,313,-49,527.1,0,0,535.0,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1
