GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,21,10,11,0.476,382.71666666666664,55,121,0.455,46,104,0.442,31,38,0.816,5,29,34,20,12,9,6,1,34,32,187,-18,290.8,0,0,317.0,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1
Location,Road,26,11,15,0.423,446.7916666666667,47,136,0.346,39,114,0.342,33,40,0.825,8,45,53,40,19,17,9,3,47,36,166,-42,348.6,0,0,350.0,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1
