PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,DRIBBLE_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1629628,"Barrett, RJ",1,58,58,0 Dribbles,0.389,2.98,6.57,0.454,0.585,0.11,1.26,1.86,0.676,0.279,1.72,4.71,0.366
1629628,"Barrett, RJ",2,58,38,1 Dribble,0.074,0.62,1.26,0.493,0.5,0.064,0.6,1.09,0.556,0.01,0.02,0.17,0.1
1629628,"Barrett, RJ",3,58,52,2 Dribbles,0.123,1.02,2.09,0.488,0.5,0.116,0.97,1.97,0.491,0.007,0.05,0.12,0.429
1629628,"Barrett, RJ",4,58,58,3-6 Dribbles,0.295,2.41,4.98,0.484,0.488,0.284,2.38,4.79,0.496,0.011,0.03,0.19,0.182
1629628,"Barrett, RJ",5,58,46,7+ Dribbles,0.118,0.88,2.0,0.44,0.444,0.113,0.86,1.91,0.45,0.005,0.02,0.09,0.2
