GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,37,19,18,0.514,1256.375,225,456,0.493,42,118,0.356,40,67,0.597,51,166,217,154,72,130,23,17,78,69,532,-35,1410.4,7,0,1251.0,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,3,1,1,1,1,1
Location,Neutral,1,0,1,0.0,38.02,5,10,0.5,0,3,0.0,1,4,0.25,1,7,8,5,3,1,1,0,2,2,11,-1,31.1,0,0,28.0,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,1,3,3,1,3,1
Location,Road,38,18,20,0.474,1276.775,225,457,0.492,38,114,0.333,42,69,0.609,72,152,224,174,80,98,31,28,95,60,530,-29,1366.8,2,0,1224.0,1,2,3,2,1,1,1,3,2,2,2,1,1,1,1,2,1,1,1,2,1,3,3,2,2,2,2,2,1,2,1
