PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
1630208,"Richards, Nick",Phoenix Suns,1610612756,PHX,received,13,"Dunn, Ryan",1642346,0.041,0.42,0.07,0.07,0.23,0.308,0.07,0.23,0.308,0.0,0.0,
1630208,"Richards, Nick",Phoenix Suns,1610612756,PHX,received,13,"Gillespie, Collin",1631221,0.085,0.88,0.05,0.05,0.18,0.3,0.05,0.18,0.3,0.0,0.0,
1630208,"Richards, Nick",Phoenix Suns,1610612756,PHX,received,4,"Washington Jr., TyTy",1631102,0.012,0.12,0.02,0.02,0.02,1.0,0.02,0.02,1.0,0.0,0.0,
1630208,"Richards, Nick",Phoenix Suns,1610612756,PHX,received,4,"Bol, Bol",1629626,0.01,0.11,0.02,0.02,0.02,1.0,0.02,0.02,1.0,0.0,0.0,
1630208,"Richards, Nick",Phoenix Suns,1610612756,PHX,received,5,"Martin, Cody",1628998,0.009,0.09,0.04,0.04,0.05,0.667,0.04,0.05,0.667,0.0,0.0,
1630208,"Richards, Nick",Phoenix Suns,1610612756,PHX,received,18,"Allen, Grayson",1628960,0.056,0.58,0.09,0.12,0.25,0.5,0.12,0.25,0.5,0.0,0.0,
1630208,"Richards, Nick",Phoenix Suns,1610612756,PHX,received,1,"Morris, Monté",1628420,0.002,0.02,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1630208,"Richards, Nick",Phoenix Suns,1610612756,PHX,received,10,"O'Neale, Royce",1626220,0.022,0.23,0.02,0.02,0.07,0.25,0.02,0.07,0.25,0.0,0.0,
1630208,"Richards, Nick",Phoenix Suns,1610612756,PHX,received,32,"Booker, Devin",1626164,0.292,3.0,0.61,0.63,1.3,0.486,0.63,1.3,0.486,0.0,0.0,
1630208,"Richards, Nick",Phoenix Suns,1610612756,PHX,received,22,"Jones, Tyus",1626145,0.159,1.63,0.21,0.21,0.39,0.545,0.21,0.39,0.545,0.0,0.0,
1630208,"Richards, Nick",Phoenix Suns,1610612756,PHX,received,19,"Beal, Bradley",203078,0.078,0.81,0.16,0.16,0.28,0.563,0.16,0.28,0.563,0.0,0.0,
1630208,"Richards, Nick",Phoenix Suns,1610612756,PHX,received,29,"Durant, Kevin",201142,0.234,2.4,0.44,0.49,0.93,0.528,0.49,0.93,0.528,0.0,0.0,
