GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,37,27,10,0.73,813.845,90,203,0.443,39,107,0.364,6,11,0.545,21,93,114,95,40,57,14,3,85,19,225,162,677.3,0,0,615.0,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1
Location,Road,37,18,19,0.486,969.0733333333334,102,234,0.436,36,117,0.308,9,11,0.818,32,105,137,115,34,71,13,10,112,17,249,100,803.9,0,0,705.0,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1
