GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,10,5,5,0.5,199.4,29,63,0.46,11,23,0.478,13,18,0.722,3,15,18,30,13,8,3,8,19,15,82,-39,168.6,0,0,163.0,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1
Location,Road,10,2,8,0.2,172.91,35,71,0.493,12,30,0.4,10,13,0.769,1,14,15,26,9,4,0,6,15,16,92,-9,152.0,0,0,153.0,1,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1
