GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400019,51,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,8,20,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,217,117,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400019,378,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,1,14,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,6,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400019,377,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,0,35,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-47,96,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400019,456,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,7,46,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,34,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400019,669,1630217,Desmond Bane,1610612763,Memphis Grizzlies,4,9,2,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,30,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400019,768,1630217,Desmond Bane,1610612763,Memphis Grizzlies,4,3,47,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,15,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400019,843,1630217,Desmond Bane,1610612763,Memphis Grizzlies,4,0,12,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,33,38,1,1,20241115,GSW,MEM
Shot Chart Detail,0022400023,788,1630217,Desmond Bane,1610612763,Memphis Grizzlies,4,2,17,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,18,1,1,20241119,MEM,DEN
Shot Chart Detail,0022400042,16,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,11,6,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,13,1,1,20241129,MEM,NOP
Shot Chart Detail,0022400042,351,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,10,53,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-156,160,1,1,20241129,MEM,NOP
Shot Chart Detail,0022400042,391,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,8,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,5,243,1,1,20241129,MEM,NOP
Shot Chart Detail,0022400056,38,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,8,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-181,202,1,1,20241203,DAL,MEM
Shot Chart Detail,0022400056,83,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,4,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,6,1,1,20241203,DAL,MEM
Shot Chart Detail,0022400056,340,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,1,23,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,16,1,1,20241203,DAL,MEM
Shot Chart Detail,0022400056,393,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,11,26,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-70,158,1,1,20241203,DAL,MEM
Shot Chart Detail,0022400056,457,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,6,57,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-232,108,1,1,20241203,DAL,MEM
Shot Chart Detail,0022400056,509,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,4,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,25,1,1,20241203,DAL,MEM
Shot Chart Detail,0022400056,522,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,3,24,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,147,22,1,1,20241203,DAL,MEM
Shot Chart Detail,0022400056,784,1630217,Desmond Bane,1610612763,Memphis Grizzlies,4,1,0,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,9,1,1,20241203,DAL,MEM
Shot Chart Detail,0022400070,89,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,6,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,129,220,1,1,20241023,UTA,MEM
Shot Chart Detail,0022400070,262,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,7,54,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-86,90,1,1,20241023,UTA,MEM
Shot Chart Detail,0022400070,416,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,11,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-83,237,1,1,20241023,UTA,MEM
Shot Chart Detail,0022400070,435,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,9,44,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,-7,1,1,20241023,UTA,MEM
Shot Chart Detail,0022400070,456,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,7,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,10,1,1,20241023,UTA,MEM
Shot Chart Detail,0022400070,464,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,6,42,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,20,1,1,20241023,UTA,MEM
Shot Chart Detail,0022400070,685,1630217,Desmond Bane,1610612763,Memphis Grizzlies,4,6,5,Made Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,46,1,1,20241023,UTA,MEM
Shot Chart Detail,0022400070,705,1630217,Desmond Bane,1610612763,Memphis Grizzlies,4,4,58,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,14,1,1,20241023,UTA,MEM
Shot Chart Detail,0022400082,188,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,11,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,18,1,1,20241025,HOU,MEM
Shot Chart Detail,0022400082,225,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,8,41,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,13,1,1,20241025,HOU,MEM
Shot Chart Detail,0022400082,274,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,5,20,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,18,1,1,20241025,HOU,MEM
Shot Chart Detail,0022400082,310,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,2,55,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,115,190,1,1,20241025,HOU,MEM
Shot Chart Detail,0022400082,313,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,2,26,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,15,1,1,20241025,HOU,MEM
Shot Chart Detail,0022400082,330,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,1,41,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-89,117,1,1,20241025,HOU,MEM
Shot Chart Detail,0022400082,456,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,7,24,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,-6,1,1,20241025,HOU,MEM
Shot Chart Detail,0022400082,543,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,2,55,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,201,1,1,1,20241025,HOU,MEM
Shot Chart Detail,0022400092,7,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,11,45,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-2,58,1,1,20241026,MEM,ORL
Shot Chart Detail,0022400092,333,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,3,24,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,16,1,1,20241026,MEM,ORL
Shot Chart Detail,0022400092,435,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,7,58,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-123,238,1,1,20241026,MEM,ORL
Shot Chart Detail,0022400092,439,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,7,40,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,10,1,1,20241026,MEM,ORL
Shot Chart Detail,0022400092,658,1630217,Desmond Bane,1610612763,Memphis Grizzlies,4,5,54,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,173,178,1,1,20241026,MEM,ORL
Shot Chart Detail,0022400108,11,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,11,13,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-44,262,1,1,20241028,MEM,CHI
Shot Chart Detail,0022400108,22,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,10,17,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,11,1,1,20241028,MEM,CHI
Shot Chart Detail,0022400108,86,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,6,18,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,130,217,1,1,20241028,MEM,CHI
Shot Chart Detail,0022400108,102,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,4,40,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,-1,1,1,20241028,MEM,CHI
Shot Chart Detail,0022400108,127,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,3,4,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,179,167,1,1,20241028,MEM,CHI
Shot Chart Detail,0022400108,346,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,1,15,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,48,1,1,20241028,MEM,CHI
Shot Chart Detail,0022400108,350,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,0,44,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-164,210,1,1,20241028,MEM,CHI
Shot Chart Detail,0022400108,353,1630217,Desmond Bane,1610612763,Memphis Grizzlies,2,0,11,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-77,278,1,1,20241028,MEM,CHI
Shot Chart Detail,0022400108,375,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,11,12,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,114,198,1,1,20241028,MEM,CHI
Shot Chart Detail,0022400108,388,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,9,41,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,9,1,1,20241028,MEM,CHI
Shot Chart Detail,0022400108,722,1630217,Desmond Bane,1610612763,Memphis Grizzlies,4,1,22,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,197,71,1,1,20241028,MEM,CHI
Shot Chart Detail,0022400124,49,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,9,6,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,-7,1,1,20241030,MEM,BKN
Shot Chart Detail,0022400124,126,1630217,Desmond Bane,1610612763,Memphis Grizzlies,1,3,41,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,11,1,1,20241030,MEM,BKN
