GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,28,17,11,0.607,936.8916666666667,264,560,0.471,52,169,0.308,111,124,0.895,27,131,158,126,63,35,9,46,63,120,691,197,1138.6,2,0,1115.0,2,1,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1
Location,Road,32,16,16,0.5,1086.415,273,601,0.454,52,183,0.284,160,187,0.856,29,155,184,158,75,40,12,29,84,132,758,50,1296.8,1,0,1256.0,1,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1
