GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,34,20,14,0.588,1017.0216666666666,188,394,0.477,66,170,0.388,141,170,0.829,46,188,234,135,99,33,18,30,78,134,583,55,1120.3,6,0,1120.0,2,1,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,1
Location,Road,38,13,25,0.342,1144.1266666666668,214,450,0.476,59,172,0.343,149,202,0.738,64,224,288,146,97,38,17,35,93,161,636,-133,1268.6,11,2,1239.0,1,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1
