GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,23,18,5,0.783,592.0433333333333,77,164,0.47,51,129,0.395,12,16,0.75,22,83,105,80,30,10,4,1,53,24,217,144,475.0,0,0,481.0,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,1,1,2,1
Location,Road,27,21,6,0.778,680.6816666666666,88,209,0.421,62,164,0.378,16,18,0.889,31,81,112,78,24,16,8,10,51,33,254,77,553.4,0,0,554.0,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1
