PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,29,"Post, Quinten",1642366,0.05,2.19,0.17,0.22,0.42,0.519,0.08,0.16,0.5,0.14,0.27,0.529
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,2,"Rowe, Jackson",1642050,0.004,0.19,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,28,"Jackson-Davis, Trayce",1631218,0.048,2.09,0.13,0.17,0.5,0.344,0.08,0.27,0.294,0.09,0.23,0.4
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,29,"Santos, Gui",1630611,0.035,1.53,0.19,0.25,0.48,0.516,0.09,0.22,0.429,0.16,0.27,0.588
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,53,"Moody, Moses",1630541,0.055,2.39,0.23,0.3,0.59,0.5,0.11,0.27,0.412,0.19,0.33,0.571
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,18,"Waters III, Lindy",1630322,0.022,0.97,0.05,0.05,0.14,0.333,0.02,0.05,0.333,0.03,0.09,0.333
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,4,"Spencer, Pat",1630311,0.005,0.22,0.05,0.05,0.05,1.0,0.02,0.02,1.0,0.03,0.03,1.0
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,37,"Kuminga, Jonathan",1630228,0.064,2.8,0.14,0.23,0.58,0.405,0.16,0.28,0.556,0.08,0.3,0.263
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,5,"Melton, De'Anthony",1629001,0.009,0.41,0.0,0.03,0.09,0.333,0.03,0.05,0.667,0.0,0.05,0.0
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,3,"Knox II, Kevin",1628995,0.003,0.13,0.0,0.02,0.05,0.333,0.02,0.02,1.0,0.0,0.03,0.0
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,32,"Payton II, Gary",1627780,0.038,1.66,0.11,0.14,0.23,0.6,0.08,0.13,0.625,0.06,0.11,0.571
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,58,"Hield, Buddy",1627741,0.1,4.36,0.16,0.23,0.73,0.319,0.17,0.38,0.458,0.06,0.36,0.174
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,54,"Looney, Kevon",1626172,0.102,4.42,0.22,0.36,0.91,0.397,0.23,0.61,0.385,0.13,0.3,0.421
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,25,"Wiggins, Andrew",203952,0.029,1.27,0.09,0.09,0.31,0.3,0.05,0.13,0.375,0.05,0.19,0.25
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,23,"Anderson, Kyle",203937,0.04,1.73,0.06,0.16,0.39,0.4,0.14,0.27,0.529,0.02,0.13,0.125
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,11,"Schröder, Dennis",203471,0.028,1.2,0.11,0.13,0.25,0.5,0.03,0.08,0.4,0.09,0.17,0.545
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,48,"Green, Draymond",203110,0.178,7.72,0.38,0.53,1.44,0.37,0.3,0.72,0.413,0.23,0.72,0.326
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,25,"Butler III, Jimmy",202710,0.103,4.47,0.41,0.53,1.36,0.391,0.33,0.7,0.467,0.2,0.66,0.31
1641764,"Podziemski, Brandin",Golden State Warriors,1610612744,GSW,received,47,"Curry, Stephen",201939,0.085,3.69,0.45,0.59,1.11,0.535,0.39,0.63,0.625,0.2,0.48,0.419
