GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,23,8,15,0.348,493.9533333333333,85,178,0.478,13,36,0.361,61,73,0.836,17,59,76,64,45,14,7,20,51,61,244,-47,449.2,0,0,439.0,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,1
Location,Road,21,8,13,0.381,418.72333333333336,79,172,0.459,16,52,0.308,32,49,0.653,20,64,84,51,38,13,5,16,44,45,206,-18,399.3,1,0,393.0,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1
