GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400005,119,1626171,Bobby Portis,1610612749,Milwaukee Bucks,1,3,35,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,49,1,1,20241112,MIL,TOR
Shot Chart Detail,0022400005,147,1626171,Bobby Portis,1610612749,Milwaukee Bucks,1,1,44,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,15,80,134,1,1,20241112,MIL,TOR
Shot Chart Detail,0022400005,177,1626171,Bobby Portis,1610612749,Milwaukee Bucks,2,11,2,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,108,2,1,1,20241112,MIL,TOR
Shot Chart Detail,0022400005,209,1626171,Bobby Portis,1610612749,Milwaukee Bucks,2,8,23,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20241112,MIL,TOR
Shot Chart Detail,0022400005,486,1626171,Bobby Portis,1610612749,Milwaukee Bucks,3,2,12,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-12,83,1,1,20241112,MIL,TOR
Shot Chart Detail,0022400005,515,1626171,Bobby Portis,1610612749,Milwaukee Bucks,3,0,46,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,5,1,1,20241112,MIL,TOR
Shot Chart Detail,0022400005,521,1626171,Bobby Portis,1610612749,Milwaukee Bucks,3,0,0,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,8,1,1,20241112,MIL,TOR
Shot Chart Detail,0022400005,529,1626171,Bobby Portis,1610612749,Milwaukee Bucks,4,11,43,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,12,57,1,1,20241112,MIL,TOR
Shot Chart Detail,0022400029,106,1626171,Bobby Portis,1610612749,Milwaukee Bucks,1,4,7,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,-14,1,1,20241122,MIL,IND
Shot Chart Detail,0022400029,110,1626171,Bobby Portis,1610612749,Milwaukee Bucks,1,3,35,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,-9,1,1,20241122,MIL,IND
Shot Chart Detail,0022400029,165,1626171,Bobby Portis,1610612749,Milwaukee Bucks,1,0,0,Made Shot,Driving Floating Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-29,273,1,1,20241122,MIL,IND
Shot Chart Detail,0022400029,179,1626171,Bobby Portis,1610612749,Milwaukee Bucks,2,11,25,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-67,151,1,1,20241122,MIL,IND
Shot Chart Detail,0022400029,286,1626171,Bobby Portis,1610612749,Milwaukee Bucks,2,2,16,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,13,1,1,20241122,MIL,IND
Shot Chart Detail,0022400029,298,1626171,Bobby Portis,1610612749,Milwaukee Bucks,2,1,39,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-162,125,1,1,20241122,MIL,IND
Shot Chart Detail,0022400029,296,1626171,Bobby Portis,1610612749,Milwaukee Bucks,2,1,10,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,16,1,1,20241122,MIL,IND
Shot Chart Detail,0022400036,96,1626171,Bobby Portis,1610612749,Milwaukee Bucks,1,3,47,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-89,139,1,1,20241126,MIA,MIL
Shot Chart Detail,0022400036,160,1626171,Bobby Portis,1610612749,Milwaukee Bucks,2,11,40,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,116,70,1,1,20241126,MIA,MIL
Shot Chart Detail,0022400036,165,1626171,Bobby Portis,1610612749,Milwaukee Bucks,2,11,0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,50,165,1,1,20241126,MIA,MIL
Shot Chart Detail,0022400036,480,1626171,Bobby Portis,1610612749,Milwaukee Bucks,4,10,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,126,226,1,1,20241126,MIA,MIL
Shot Chart Detail,0022400036,486,1626171,Bobby Portis,1610612749,Milwaukee Bucks,4,9,41,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,9,1,1,20241126,MIA,MIL
Shot Chart Detail,0022400052,100,1626171,Bobby Portis,1610612749,Milwaukee Bucks,1,3,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-89,34,1,1,20241203,DET,MIL
