GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,40,22,18,0.55,948.7516666666667,139,317,0.438,37,102,0.363,72,93,0.774,19,95,114,117,70,43,24,30,85,89,387,70,830.3,0,0,789.0,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,1
Location,Road,40,19,21,0.475,993.4416666666667,131,319,0.411,26,97,0.268,86,115,0.748,33,88,121,132,75,48,25,24,89,102,374,-81,861.2,1,0,799.0,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1
