GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,13,5,8,0.385,254.22166666666666,36,82,0.439,15,44,0.341,9,12,0.75,9,40,49,25,12,14,9,2,23,17,96,-63,249.3,1,0,231.0,1,1,2,2,1,2,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1
Location,Road,11,5,6,0.455,209.005,44,73,0.603,19,32,0.594,0,1,0.0,14,40,54,13,4,6,4,4,14,8,107,-32,217.3,2,0,213.0,2,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,2,1
