GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400617,22,1631232,Keion Brooks Jr.,1610612740,New Orleans Pelicans,1,9,38,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,138,14,1,1,20250406,NOP,MIL
Shot Chart Detail,0022400617,58,1631232,Keion Brooks Jr.,1610612740,New Orleans Pelicans,1,6,25,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,10,1,1,20250406,NOP,MIL
Shot Chart Detail,0022400617,69,1631232,Keion Brooks Jr.,1610612740,New Orleans Pelicans,1,5,18,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-17,49,1,1,20250406,NOP,MIL
Shot Chart Detail,0022400617,196,1631232,Keion Brooks Jr.,1610612740,New Orleans Pelicans,2,7,42,Made Shot,Tip Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,14,38,1,1,20250406,NOP,MIL
Shot Chart Detail,0022400617,333,1631232,Keion Brooks Jr.,1610612740,New Orleans Pelicans,3,7,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-195,162,1,1,20250406,NOP,MIL
Shot Chart Detail,0022400761,641,1631232,Keion Brooks Jr.,1610612740,New Orleans Pelicans,4,2,5,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,14,78,118,1,1,20250210,OKC,NOP
Shot Chart Detail,0022401016,158,1631232,Keion Brooks Jr.,1610612740,New Orleans Pelicans,2,11,37,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-126,46,1,1,20250321,MIN,NOP
Shot Chart Detail,0022401016,450,1631232,Keion Brooks Jr.,1610612740,New Orleans Pelicans,3,2,49,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,38,60,1,1,20250321,MIN,NOP
Shot Chart Detail,0022401029,177,1631232,Keion Brooks Jr.,1610612740,New Orleans Pelicans,2,11,3,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,6,1,1,20250323,DET,NOP
Shot Chart Detail,0022401029,544,1631232,Keion Brooks Jr.,1610612740,New Orleans Pelicans,4,8,47,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,-5,1,1,20250323,DET,NOP
