GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,32,18,14,0.563,719.0333333333333,130,244,0.533,9,33,0.273,52,83,0.627,54,117,171,77,41,55,23,21,95,74,321,27,834.7,3,0,734.0,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1
Location,Road,27,16,11,0.593,608.6816666666666,116,216,0.537,2,16,0.125,39,59,0.661,57,75,132,57,39,43,17,21,69,56,273,40,657.9,0,0,584.0,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1
