PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_TO,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
1629675,"Reid, Naz",Minnesota Timberwolves,1610612750,MIN,made,32,"Dillingham, Rob",1642265,0.066,2.15,0.13,0.3,0.53,0.571,0.18,0.3,0.583,0.13,0.23,0.556
1629675,"Reid, Naz",Minnesota Timberwolves,1610612750,MIN,made,25,"Clark, Jaylen",1641740,0.017,0.56,0.16,0.18,0.25,0.7,0.09,0.11,0.778,0.09,0.14,0.636
1629675,"Reid, Naz",Minnesota Timberwolves,1610612750,MIN,made,12,"Minott, Josh",1631169,0.006,0.2,0.04,0.04,0.09,0.429,0.01,0.04,0.333,0.03,0.05,0.5
1629675,"Reid, Naz",Minnesota Timberwolves,1610612750,MIN,made,5,"Garza, Luka",1630568,0.003,0.1,0.04,0.04,0.08,0.5,0.04,0.05,0.75,0.0,0.03,0.0
1629675,"Reid, Naz",Minnesota Timberwolves,1610612750,MIN,made,13,"Shannon Jr., Terrence",1630545,0.014,0.45,0.06,0.06,0.21,0.294,0.01,0.13,0.1,0.05,0.09,0.571
1629675,"Reid, Naz",Minnesota Timberwolves,1610612750,MIN,made,65,"McDaniels, Jaden",1630183,0.074,2.43,0.35,0.45,1.01,0.444,0.25,0.56,0.444,0.2,0.45,0.444
1629675,"Reid, Naz",Minnesota Timberwolves,1610612750,MIN,made,77,"Edwards, Anthony",1630162,0.214,6.99,0.33,0.9,2.41,0.373,0.49,1.28,0.382,0.41,1.14,0.363
1629675,"Reid, Naz",Minnesota Timberwolves,1610612750,MIN,made,79,"Alexander-Walker, Nickeil",1629638,0.209,6.83,0.44,0.55,1.13,0.489,0.25,0.51,0.488,0.3,0.61,0.49
1629675,"Reid, Naz",Minnesota Timberwolves,1610612750,MIN,made,61,"DiVincenzo, Donte",1628978,0.154,5.03,0.26,0.43,0.94,0.453,0.11,0.24,0.474,0.31,0.7,0.446
1629675,"Reid, Naz",Minnesota Timberwolves,1610612750,MIN,made,9,"Ingles, Joe",204060,0.011,0.36,0.0,0.0,0.03,0.0,0.0,0.0,,0.0,0.03,0.0
1629675,"Reid, Naz",Minnesota Timberwolves,1610612750,MIN,made,61,"Randle, Julius",203944,0.066,2.16,0.16,0.26,0.55,0.477,0.19,0.4,0.469,0.08,0.15,0.5
1629675,"Reid, Naz",Minnesota Timberwolves,1610612750,MIN,made,44,"Gobert, Rudy",203497,0.026,0.84,0.15,0.19,0.31,0.6,0.19,0.31,0.6,0.0,0.0,
1629675,"Reid, Naz",Minnesota Timberwolves,1610612750,MIN,made,65,"Conley, Mike",201144,0.139,4.54,0.15,0.21,0.61,0.347,0.06,0.21,0.294,0.15,0.4,0.375
