PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_NAME,TEAM_ID,TEAM_ABBREVIATION,PASS_TYPE,G,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,FREQUENCY,PASS,AST,FGM,FGA,FG_PCT,FG2M,FG2A,FG2_PCT,FG3M,FG3A,FG3_PCT
1629680,"Thybulle, Matisse",Portland Trail Blazers,1610612757,POR,received,11,"Clingan, Donovan",1642270,0.077,1.27,0.2,0.2,0.47,0.429,0.07,0.27,0.25,0.13,0.2,0.667
1629680,"Thybulle, Matisse",Portland Trail Blazers,1610612757,POR,received,5,"Reath, Duop",1641871,0.036,0.6,0.0,0.0,0.27,0.0,0.0,0.07,0.0,0.0,0.2,0.0
1629680,"Thybulle, Matisse",Portland Trail Blazers,1610612757,POR,received,7,"Camara, Toumani",1641739,0.117,1.93,0.07,0.07,0.27,0.25,0.0,0.07,0.0,0.07,0.2,0.333
1629680,"Thybulle, Matisse",Portland Trail Blazers,1610612757,POR,received,3,"Rupert, Rayan",1641712,0.04,0.67,0.07,0.07,0.07,1.0,0.07,0.07,1.0,0.0,0.0,
1629680,"Thybulle, Matisse",Portland Trail Blazers,1610612757,POR,received,2,"Cissoko, Sidy",1631321,0.065,1.07,0.13,0.13,0.33,0.4,0.0,0.07,0.0,0.13,0.27,0.5
1629680,"Thybulle, Matisse",Portland Trail Blazers,1610612757,POR,received,1,"Minaya, Justin",1631303,0.004,0.07,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1629680,"Thybulle, Matisse",Portland Trail Blazers,1610612757,POR,received,6,"Murray, Kris",1631200,0.053,0.87,0.13,0.13,0.27,0.5,0.0,0.07,0.0,0.13,0.2,0.667
1629680,"Thybulle, Matisse",Portland Trail Blazers,1610612757,POR,received,2,"Walker, Jabari",1631133,0.008,0.13,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
1629680,"Thybulle, Matisse",Portland Trail Blazers,1610612757,POR,received,11,"Sharpe, Shaedon",1631101,0.158,2.6,0.4,0.4,1.0,0.4,0.13,0.33,0.4,0.27,0.67,0.4
1629680,"Thybulle, Matisse",Portland Trail Blazers,1610612757,POR,received,7,"Henderson, Scoot",1630703,0.061,1.0,0.33,0.33,0.53,0.625,0.2,0.2,1.0,0.13,0.33,0.4
1629680,"Thybulle, Matisse",Portland Trail Blazers,1610612757,POR,received,12,"Banton, Dalano",1630625,0.206,3.4,0.4,0.4,1.0,0.4,0.13,0.4,0.333,0.27,0.6,0.444
1629680,"Thybulle, Matisse",Portland Trail Blazers,1610612757,POR,received,6,"Avdija, Deni",1630166,0.077,1.27,0.13,0.13,0.47,0.286,0.13,0.33,0.4,0.0,0.13,0.0
1629680,"Thybulle, Matisse",Portland Trail Blazers,1610612757,POR,received,6,"Simons, Anfernee",1629014,0.097,1.6,0.33,0.33,0.6,0.556,0.07,0.13,0.5,0.27,0.47,0.571
