GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400001,142,1628369,Jayson Tatum,1610612738,Boston Celtics,1,2,54,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-40,25,1,1,20241112,BOS,ATL
Shot Chart Detail,0022400001,158,1628369,Jayson Tatum,1610612738,Boston Celtics,1,1,51,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-116,242,1,1,20241112,BOS,ATL
Shot Chart Detail,0022400001,292,1628369,Jayson Tatum,1610612738,Boston Celtics,2,4,4,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-42,25,1,1,20241112,BOS,ATL
Shot Chart Detail,0022400001,329,1628369,Jayson Tatum,1610612738,Boston Celtics,2,1,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-109,231,1,1,20241112,BOS,ATL
Shot Chart Detail,0022400001,392,1628369,Jayson Tatum,1610612738,Boston Celtics,3,9,7,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,6,1,1,20241112,BOS,ATL
Shot Chart Detail,0022400021,47,1628369,Jayson Tatum,1610612738,Boston Celtics,1,8,6,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,31,32,1,1,20241119,BOS,CLE
Shot Chart Detail,0022400021,75,1628369,Jayson Tatum,1610612738,Boston Celtics,1,6,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,20,271,1,1,20241119,BOS,CLE
Shot Chart Detail,0022400021,132,1628369,Jayson Tatum,1610612738,Boston Celtics,1,2,17,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,9,1,1,20241119,BOS,CLE
Shot Chart Detail,0022400021,244,1628369,Jayson Tatum,1610612738,Boston Celtics,2,4,4,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-194,173,1,1,20241119,BOS,CLE
Shot Chart Detail,0022400021,269,1628369,Jayson Tatum,1610612738,Boston Celtics,2,1,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-183,182,1,1,20241119,BOS,CLE
