PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,TOUCH_TIME_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
1626145,"Jones, Tyus",1,81,81,Touch < 2 Seconds,0.596,2.3,5.02,0.457,0.635,0.1,0.51,0.84,0.603,0.496,1.79,4.19,0.428
1626145,"Jones, Tyus",2,81,63,Touch 2-6 Seconds,0.204,0.73,1.72,0.424,0.46,0.155,0.6,1.31,0.462,0.048,0.12,0.41,0.303
1626145,"Jones, Tyus",3,81,60,Touch 6+ Seconds,0.201,0.75,1.69,0.445,0.485,0.158,0.62,1.33,0.463,0.042,0.14,0.36,0.379
