PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,SHOT_TYPE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
201566,"Westbrook, Russell",1,75,69,Catch and Shoot,0.263,0.95,2.85,0.332,0.495,0.005,0.01,0.05,0.25,0.258,0.93,2.8,0.333
201566,"Westbrook, Russell",2,75,62,Pull Ups,0.214,0.64,2.32,0.276,0.325,0.133,0.41,1.44,0.287,0.081,0.23,0.88,0.258
201566,"Westbrook, Russell",3,75,75,Less than 10 ft,0.516,3.24,5.6,0.579,0.579,0.516,3.24,5.6,0.579,0.0,0.0,0.0,
201566,"Westbrook, Russell",4,75,5,Other,0.007,0.04,0.08,0.5,0.75,0.0,0.0,0.0,,0.007,0.04,0.08,0.5
