PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,SHOT_TYPE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
201939,"Curry, Stephen",1,70,69,Catch and Shoot,0.294,2.3,5.27,0.436,0.645,0.01,0.1,0.19,0.538,0.283,2.2,5.09,0.433
201939,"Curry, Stephen",2,70,70,Pull Ups,0.452,3.24,8.11,0.4,0.536,0.115,1.03,2.06,0.5,0.337,2.21,6.06,0.366
201939,"Curry, Stephen",3,70,69,Less than 10 ft,0.251,2.49,4.51,0.551,0.551,0.251,2.49,4.51,0.551,0.0,0.0,0.0,
201939,"Curry, Stephen",4,70,4,Other,0.003,0.03,0.06,0.5,0.75,0.001,0.0,0.01,0.0,0.002,0.03,0.04,0.667
