GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
Location,Home,34,21,13,0.618,1183.1716666666666,289,606,0.477,75,202,0.371,201,247,0.814,16,75,91,259,79,30,3,24,71,215,854,134,1371.7,9,0,1345.0,1,1,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1
Location,Road,31,19,12,0.613,1117.5366666666666,296,594,0.498,77,195,0.395,167,201,0.831,11,85,96,216,85,30,5,26,67,195,836,12,1295.2,5,0,1295.0,2,2,1,2,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1
