GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400020,551,1628989,Kevin Huerter,1610612758,Sacramento Kings,4,5,4,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,69,131,1,1,20241115,SAC,MIN
Shot Chart Detail,0022400020,576,1628989,Kevin Huerter,1610612758,Sacramento Kings,4,3,44,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-53,11,1,1,20241115,SAC,MIN
Shot Chart Detail,0022400059,125,1628989,Kevin Huerter,1610612758,Sacramento Kings,1,1,41,Made Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-237,42,1,1,20241203,SAC,HOU
Shot Chart Detail,0022400059,192,1628989,Kevin Huerter,1610612758,Sacramento Kings,2,8,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,189,163,1,1,20241203,SAC,HOU
Shot Chart Detail,0022400059,486,1628989,Kevin Huerter,1610612758,Sacramento Kings,3,0,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,5,1,1,20241203,SAC,HOU
Shot Chart Detail,0022400059,568,1628989,Kevin Huerter,1610612758,Sacramento Kings,4,7,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,156,208,1,1,20241203,SAC,HOU
Shot Chart Detail,0022400076,376,1628989,Kevin Huerter,1610612758,Sacramento Kings,3,8,42,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,16,59,1,1,20241024,SAC,MIN
Shot Chart Detail,0022400096,74,1628989,Kevin Huerter,1610612758,Sacramento Kings,1,5,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,157,209,1,1,20241026,LAL,SAC
Shot Chart Detail,0022400096,89,1628989,Kevin Huerter,1610612758,Sacramento Kings,1,4,43,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,100,260,1,1,20241026,LAL,SAC
Shot Chart Detail,0022400096,243,1628989,Kevin Huerter,1610612758,Sacramento Kings,2,6,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,213,130,1,1,20241026,LAL,SAC
