PLAYER_ID,PLAYER_NAME,TEAM_ID,POSITION,GP,MIN,ast_tov_ratio_percentile,late_clock_efficiency_percentile,clutch_ast_tov_percentile,efg_pct_percentile,deflections_per_36_percentile,screen_assists_per_36_percentile,shooting_foul_pct_percentile,personal_foul_rate_percentile,age_percentile,ast_pct_percentile,composite_weighted_iq,rank_weighted_iq
1630548,Johnny Juzang,1610612762,SG,64,19.8,49.3,69.0,54.2,62.1,12.3,46.0,13.1,13.7,19.3,13.3,87.0,239
1641787,Tosan Evbuomwan,1610612751,SF,28,23.7,22.3,15.1,46.5,5.6,54.3,35.2,75.5,31.7,19.3,40.7,86.0,240
203924,Jerami Grant,1610612757,PF,47,32.4,25.7,62.0,11.1,3.8,76.7,3.8,69.2,50.7,79.7,24.7,86.0,241
1627827,Dorian Finney-Smith,1610612747,PF,63,28.9,29.3,16.0,62.0,71.2,46.7,67.3,5.8,43.7,84.7,7.3,86.0,242
1630224,Jalen Green,1610612745,SG,82,32.9,19.0,10.7,21.5,16.1,20.7,8.0,85.7,92.3,12.7,54.7,86.0,243
1642261,Dalton Knecht,1610612747,SF,78,19.2,32.7,43.4,45.5,81.5,1.3,7.4,47.2,69.3,19.3,5.7,86.0,244
1641720,Jalen Hood-Schifino,1610612755,SG,15,21.0,67.7,14.3,60.9,3.4,13.0,35.6,35.7,34.0,6.0,57.0,86.0,245
1630549,Day'Ron Sharpe,1610612751,C,50,18.1,20.7,68.8,40.1,16.3,33.7,22.4,46.9,3.0,19.3,58.0,86.0,246
1642358,AJ Johnson,1610612764,SG,29,22.0,70.7,23.8,61.3,2.3,15.7,4.6,40.5,39.3,1.0,59.0,85.0,247
1642271,Kyle Filipowski,1610612762,C,72,21.1,18.7,70.8,15.8,49.0,36.0,10.2,38.8,8.3,6.0,45.3,85.0,248
203482,Kelly Olynyk,1610612740,C,44,20.2,42.7,52.1,0.0,28.6,74.7,2.0,2.0,1.0,92.7,69.3,85.0,249
1631108,Max Christie,1610612742,SG,78,27.3,44.0,59.5,21.5,27.6,17.7,74.7,2.4,85.7,6.0,23.7,85.0,250
1642348,Justin Edwards,1610612755,SF,44,26.2,24.0,24.5,41.4,50.0,78.7,38.9,17.0,28.7,6.0,21.3,84.0,251
1626162,Kelly Oubre Jr.,1610612755,SF,60,34.6,20.7,26.4,21.5,24.1,99.0,20.4,49.1,28.7,74.3,13.3,84.0,252
1641810,Antonio Reeves,1610612740,SG,44,15.0,16.3,36.9,39.4,78.2,7.0,2.3,41.7,69.3,29.7,20.3,84.0,253
1629675,Naz Reid,1610612750,C,80,27.5,37.0,35.4,0.0,28.6,46.7,4.1,51.0,28.7,40.7,39.0,84.0,254
1631212,Peyton Watson,1610612743,SF,68,24.3,44.7,66.0,11.1,35.2,31.7,74.1,5.7,43.7,12.7,8.0,83.0,255
1630228,Jonathan Kuminga,1610612744,PF,47,24.3,24.7,4.0,0.0,17.3,41.7,17.3,76.9,39.3,12.7,47.7,83.0,256
1629631,De'Andre Hunter,1610612739,SF,64,27.2,9.3,75.5,21.2,77.8,27.3,57.4,1.9,25.0,60.7,11.3,83.0,257
1642258,Zaccharie Risacher,1610612737,SF,75,24.6,5.3,79.2,19.5,46.3,43.7,46.3,35.8,34.0,0.0,8.3,83.0,258
1630172,Patrick Williams,1610612741,PF,63,25.0,22.3,6.0,21.5,11.5,52.7,46.2,51.9,80.0,19.3,30.0,83.0,259
1629004,Svi Mykhailiuk,1610612762,SF,38,20.0,22.3,28.3,40.7,11.1,40.7,31.5,28.3,80.0,60.7,48.7,83.0,260
1630623,Tyson Etienne,1610612751,PG,7,21.6,29.0,0.0,45.1,3.4,50.7,0.0,96.5,7.7,40.7,36.3,83.0,261
1642366,Quinten Post,1610612744,PF,42,16.3,35.7,36.0,0.0,63.5,4.3,57.7,13.5,4.0,29.7,38.0,83.0,262
1642273,Kyshawn George,1610612764,SG,68,26.5,48.0,26.2,62.0,9.2,68.3,39.1,6.0,8.3,6.0,42.3,82.0,263
203994,Jusuf Nurkić,1610612766,C,51,20.8,14.7,47.9,0.0,12.2,61.0,73.5,6.1,4.0,79.7,58.0,82.0,264
1641711,Gradey Dick,1610612761,SG,54,29.4,14.0,8.3,21.5,13.8,66.3,48.3,60.7,43.7,6.0,21.3,82.0,265
202685,Jonas Valančiūnas,1610612758,C,81,18.8,17.3,83.3,8.4,36.7,6.0,49.0,0.0,5.7,88.3,60.0,82.0,266
1631099,Keegan Murray,1610612758,PF,76,34.3,44.7,34.0,52.2,38.5,30.0,34.6,25.0,50.7,29.7,2.3,81.0,267
1631106,Tari Eason,1610612745,PF,57,24.9,19.3,30.0,0.0,46.2,84.3,1.9,44.2,19.3,19.3,17.3,81.0,268
1628449,Chris Boucher,1610612761,PF,50,17.2,12.7,84.0,62.0,67.3,6.0,0.0,32.7,39.3,88.3,3.3,81.0,269
1626167,Myles Turner,1610612754,C,72,30.2,3.0,31.2,11.1,46.9,31.7,55.1,55.1,31.7,67.7,8.3,81.0,270
1630553,Keon Johnson,1610612751,SG,79,24.4,24.7,44.0,21.5,4.6,59.7,32.2,32.1,10.0,12.7,47.7,81.0,271
1641774,Tristan Vukcevic,1610612764,C,35,14.6,4.3,22.9,21.5,38.8,17.7,6.1,83.7,8.3,6.0,41.3,81.0,272
1627777,Georges Niang,1610612737,PF,79,21.5,21.3,40.0,40.4,73.1,8.0,63.5,0.0,5.7,84.7,20.3,81.0,273
1641715,Cam Whitmore,1610612745,SF,51,16.2,10.3,20.8,21.5,29.6,21.3,0.0,83.0,85.7,1.0,21.3,81.0,274
1628991,Jaren Jackson Jr.,1610612763,C,74,29.8,5.0,10.4,21.5,18.4,90.7,0.0,75.5,7.3,40.7,27.7,81.0,275
1642377,Jaylen Wells,1610612763,SG,79,25.9,56.3,15.5,21.5,24.1,8.0,18.4,54.8,50.7,6.0,17.0,80.0,276
1630570,Trendon Watford,1610612751,PF,44,20.7,20.0,10.0,11.1,23.1,34.7,15.4,34.6,12.3,29.7,71.7,80.0,277
1631096,Chet Holmgren,1610612760,C,32,27.4,10.3,50.0,21.5,20.4,7.3,14.3,77.6,31.7,12.7,26.0,79.0,278
1642274,Yves Missi,1610612740,C,73,26.8,15.3,64.6,21.5,22.4,11.3,79.6,28.6,43.7,1.0,9.3,79.0,279
1630188,Jalen Smith,1610612741,C,64,15.0,38.3,54.2,46.5,26.5,1.0,8.2,42.9,13.7,29.7,26.0,79.0,280
1630592,Jalen Wilson,1610612751,PF,79,25.7,48.3,56.0,62.0,11.5,4.3,11.5,23.1,34.0,29.7,32.7,79.0,281
1628976,Wendell Carter Jr.,1610612753,C,68,25.9,49.0,27.1,53.9,4.1,25.3,28.6,26.5,7.7,40.7,35.0,78.0,282
1629006,Josh Okogie,1610612766,SG,40,15.6,5.3,79.8,19.5,32.2,73.3,18.4,4.8,43.7,50.3,13.3,78.0,283
1641722,Jordan Hawkins,1610612740,SG,56,23.6,14.0,16.7,21.5,6.9,10.7,28.7,79.8,97.7,12.7,10.0,78.0,284
1630208,Nick Richards,1610612756,C,57,22.0,1.0,89.6,11.1,57.1,2.7,69.4,10.2,8.3,60.7,3.3,77.0,285
1641824,Matas Buzelis,1610612741,SF,80,18.9,10.3,47.2,21.5,53.7,3.7,57.4,18.9,31.7,1.0,9.3,77.0,286
1631124,Julian Strawther,1610612743,SG,65,21.3,23.3,34.5,41.1,27.6,23.7,71.3,9.5,10.0,12.7,12.3,76.0,287
1631095,Jabari Smith Jr.,1610612745,PF,57,30.1,5.3,46.0,19.5,34.6,21.7,44.2,36.5,50.7,6.0,1.7,76.0,288
1630533,Ziaire Williams,1610612751,SF,63,24.5,13.7,9.4,21.5,11.1,89.0,29.6,24.5,16.3,19.3,17.3,74.0,289
203991,Clint Capela,1610612737,C,55,21.4,15.0,18.8,21.5,34.7,11.3,30.6,44.9,25.0,79.7,10.3,74.0,290
1630543,Isaiah Jackson,1610612754,C,5,16.8,5.3,50.0,19.5,73.5,18.3,18.4,4.1,0.0,19.3,15.3,74.0,291
1641772,Nae'Qwan Tomlin,1610612739,PF,5,12.7,5.3,50.0,0.0,0.0,0.3,30.8,96.2,0.7,29.7,1.0,73.0,292
1631097,Bennedict Mathurin,1610612754,SF,72,29.9,5.3,13.2,9.1,25.9,21.7,7.4,50.9,43.7,12.7,20.3,72.0,293
1641713,GG Jackson,1610612763,PF,29,15.8,4.0,2.0,19.2,1.9,5.7,5.8,90.4,61.7,1.0,15.7,72.0,294
1642276,Kel'el Ware,1610612748,C,64,22.2,5.3,16.7,0.0,51.0,14.7,26.5,32.7,39.3,1.0,5.7,71.0,295
1641744,Zach Edey,1610612763,C,66,21.5,1.7,37.5,0.0,65.3,3.3,34.7,16.3,2.3,12.7,4.3,70.0,296
1630702,Jaden Hardy,1610612742,SG,57,15.9,5.3,6.0,0.0,31.0,8.7,4.6,33.3,13.7,12.7,42.0,69.0,297
1628398,Kyle Kuzma,1610612749,PF,65,29.8,8.7,8.0,21.5,17.3,5.0,5.8,15.4,69.3,74.3,37.3,68.0,298
203083,Andre Drummond,1610612755,C,40,18.8,1.0,0.0,62.0,6.1,49.3,32.7,18.4,3.0,84.7,6.7,66.0,299
1641730,Noah Clowney,1610612751,PF,46,22.7,3.7,0.0,21.5,5.8,25.7,46.2,17.3,13.7,1.0,3.3,62.0,300
