PLAYER_ID,PLAYER_NAME,TEAM_ID,POSITION,GP,MIN,ast_tov_ratio_percentile,late_clock_efficiency_percentile,clutch_ast_tov_percentile,efg_pct_percentile,deflections_per_36_percentile,screen_assists_per_36_percentile,loose_balls_per_36_percentile,shooting_foul_pct_percentile,smart_shot_selection_percentile,age_percentile,ast_pct_percentile
1629652,Luguentz Dort,1610612760,SF,71,29.2,75.7,60.6,63.7,69.3,68.3,69.3,77.3,72.8,90.1,46.0,7.5
1629614,Andrew Nembhard,1610612754,SG,65,28.9,91.3,56.5,45.3,20.7,52.7,16.0,24.7,66.2,52.7,35.0,76.0
1628449,Chris Boucher,1610612761,PF,50,17.2,12.7,86.0,63.7,78.7,28.0,5.0,24.7,60.3,42.1,85.3,3.4
1630533,Ziaire Williams,1610612751,SF,63,24.5,13.7,8.6,18.3,20.7,92.7,25.3,24.7,74.2,69.2,15.0,17.5
1627777,Georges Niang,1610612737,PF,79,21.5,21.3,51.7,72.0,84.7,15.3,78.7,24.7,97.2,82.2,85.3,20.2
1630577,Julian Champagnie,1610612759,SF,82,23.6,29.3,24.0,0.0,60.0,45.7,40.0,10.3,56.4,60.3,23.0,13.7
1628989,Kevin Huerter,1610612741,SG,69,24.3,76.7,90.4,71.7,35.0,75.7,58.3,10.3,93.0,5.8,46.0,39.0
1641733,Nick Smith Jr.,1610612766,SG,60,22.8,43.0,68.8,18.7,8.3,1.0,52.7,24.7,23.3,78.1,3.0,56.8
1630590,Scotty Pippen Jr.,1610612763,PG,79,21.3,82.7,70.2,90.0,57.0,96.3,5.0,96.3,72.5,19.9,23.0,86.6
1642267,Bub Carrington,1610612764,PG,82,30.0,82.7,16.1,76.0,17.7,10.7,25.3,24.7,75.3,86.6,0.0,72.6
1630541,Moses Moody,1610612744,SG,74,22.3,52.7,78.1,60.3,45.3,94.3,25.3,63.0,40.8,72.6,15.0,16.4
1629599,Amir Coffey,1610612746,SG,72,24.3,49.3,45.9,63.7,65.0,18.0,40.0,10.3,66.9,60.3,63.7,4.5
1642271,Kyle Filipowski,1610612762,C,72,21.1,18.7,91.4,20.3,74.3,56.0,83.0,24.7,81.5,7.9,3.0,45.2
1631108,Max Christie,1610612742,SG,78,27.3,44.0,51.4,26.7,31.3,10.7,52.7,3.3,92.7,15.8,9.7,23.6
1630592,Jalen Wilson,1610612751,PF,79,25.7,48.3,61.6,63.7,15.3,4.0,25.3,24.7,73.9,61.6,23.0,32.5
1630540,Miles McBride,1610612752,PG,64,24.9,99.0,37.7,0.0,30.0,72.3,40.0,63.0,47.4,89.0,23.0,52.4
1641787,Tosan Evbuomwan,1610612751,SF,28,23.7,22.3,12.3,62.7,11.0,63.3,25.3,42.7,28.2,9.9,23.0,40.8
1641710,Anthony Black,1610612753,PG,78,24.2,43.3,51.0,10.7,8.7,88.0,25.3,42.7,70.7,17.1,3.0,65.8
1641715,Cam Whitmore,1610612745,SF,51,16.2,10.3,19.2,26.7,34.0,56.0,1.3,88.7,21.3,21.6,3.0,21.2
1630175,Cole Anthony,1610612763,PG,67,18.4,59.7,50.0,86.0,12.0,68.3,40.0,94.3,50.0,6.8,35.0,81.8
1629622,Max Strus,1610612739,SF,50,25.5,90.7,51.7,41.0,82.3,5.7,71.7,88.7,83.3,84.2,71.3,52.4
1629638,Nickeil Alexander-Walker,1610612750,SG,82,25.3,74.3,28.1,89.0,57.0,75.7,25.3,42.7,67.6,66.1,46.0,50.7
1641774,Tristan Vukcevic,1610612764,C,35,14.6,4.3,63.0,26.7,70.7,63.3,85.0,3.3,42.5,10.3,9.7,41.4
1642276,Kel'el Ware,1610612748,C,64,22.2,5.3,53.8,7.0,79.0,21.7,87.7,10.3,85.0,60.3,3.0,5.8
1630208,Nick Richards,1610612756,C,57,22.0,1.0,97.3,9.0,81.3,3.0,98.0,42.7,97.6,98.3,55.7,3.4
1641744,Zach Edey,1610612763,C,66,21.5,1.7,75.7,0.0,85.7,4.0,91.7,88.7,95.1,21.6,15.0,4.5
1630639,A.J. Lawson,1610612761,SG,26,18.7,61.0,51.7,0.0,27.0,28.0,52.7,10.3,6.6,77.4,35.0,22.9
1642261,Dalton Knecht,1610612747,SF,78,19.2,32.7,36.0,9.0,76.0,1.0,16.0,3.3,52.6,37.3,23.0,5.8
1641730,Noah Clowney,1610612751,PF,46,22.7,3.7,1.4,76.7,6.3,39.7,71.7,10.3,80.8,89.4,3.0,3.4
1626220,Royce O'Neale,1610612756,SF,75,24.5,79.7,18.5,99.7,77.7,45.7,58.3,42.7,78.0,92.5,85.3,38.4
204456,T.J. McConnell,1610612754,PG,79,17.9,94.0,84.6,83.7,38.0,94.7,0.0,94.3,31.7,80.5,90.0,97.6
1628976,Wendell Carter Jr.,1610612753,C,68,25.9,49.0,70.9,51.0,14.3,21.7,86.3,42.7,87.8,66.1,46.0,34.9
1642274,Yves Missi,1610612740,C,73,26.8,15.3,89.4,45.0,56.0,8.7,95.0,63.0,87.1,97.3,3.0,9.6
201143,Al Horford,1610612738,C,60,27.6,84.0,28.1,88.7,56.0,18.0,82.0,3.3,59.6,43.5,99.0,30.5
203110,Draymond Green,1610612744,PF,68,29.2,69.7,71.2,55.7,23.0,84.0,83.0,63.0,90.6,30.1,94.7,84.2
1630215,Jared Butler,1610612755,SG,60,17.4,89.3,57.9,78.0,26.3,84.0,1.3,63.0,79.4,15.8,23.0,94.5
1631124,Julian Strawther,1610612743,SG,65,21.3,23.3,29.5,39.7,31.3,45.7,58.3,24.7,87.5,46.6,15.0,12.7
1630165,Killian Hayes,1610612751,PG,6,27.1,96.0,0.7,16.3,23.0,72.3,5.0,3.3,14.6,67.1,23.0,89.7
203935,Marcus Smart,1610612764,PG,34,20.0,61.0,83.2,58.0,11.0,94.7,25.3,96.3,88.5,67.1,81.0,74.7
1630172,Patrick Williams,1610612741,PF,63,25.0,22.3,7.9,12.0,15.3,56.0,69.3,24.7,46.7,54.1,15.0,30.1
203991,Clint Capela,1610612737,C,55,21.4,15.0,56.5,63.7,65.0,21.7,90.7,77.3,75.6,97.9,81.0,10.6
1630548,Johnny Juzang,1610612762,SG,64,19.8,49.3,61.6,52.0,58.3,28.0,40.0,42.7,82.9,63.4,23.0,13.7
203994,Jusuf Nurkić,1610612766,C,51,20.8,14.7,82.2,0.0,33.0,84.0,98.7,98.3,98.3,74.3,77.0,57.9
1628379,Luke Kennard,1610612763,SG,65,22.6,91.7,59.2,80.0,90.7,45.7,40.0,10.3,26.1,77.4,71.3,64.0
101108,Chris Paul,1610612759,PG,82,28.0,98.0,44.5,92.0,47.7,79.0,63.7,88.7,65.5,10.3,99.3,95.5
1630551,Justin Champagnie,1610612764,SF,62,21.6,10.3,72.6,26.7,88.7,72.3,5.0,42.7,69.0,61.6,23.0,6.8
1629004,Svi Mykhailiuk,1610612762,SF,38,20.0,22.3,22.9,39.0,20.7,63.3,40.0,42.7,69.3,64.7,63.7,48.6
203957,Danté Exum,1610612742,PG,20,18.6,81.7,49.0,0.0,67.0,8.7,63.7,10.3,50.0,50.0,77.0,50.0
1641726,Dereck Lively II,1610612742,C,36,23.1,72.0,99.7,62.7,98.7,52.7,93.3,24.7,96.2,93.5,3.0,46.2
1627827,Dorian Finney-Smith,1610612747,PF,63,28.9,29.3,28.1,51.0,83.3,35.0,76.0,24.7,92.3,86.0,85.3,7.5
1642268,Isaiah Collier,1610612762,PG,71,25.9,71.3,16.8,46.3,3.7,39.7,40.0,42.7,57.5,55.5,0.0,94.9
1630702,Jaden Hardy,1610612742,SG,57,15.9,5.3,5.5,0.0,34.7,28.0,5.0,94.3,62.7,70.2,15.0,42.1
203482,Kelly Olynyk,1610612740,C,44,20.2,42.7,85.3,0.0,61.0,92.7,80.3,10.3,99.0,1.4,93.0,69.5
203484,Kentavious Caldwell-Pope,1610612763,SG,77,29.6,74.3,50.0,70.0,47.7,56.0,58.3,42.7,50.0,63.4,85.3,19.5
1642273,Kyshawn George,1610612764,SG,68,26.5,48.0,23.6,63.7,8.7,68.3,25.3,88.7,89.9,70.9,3.0,42.5
1629052,Oshae Brissett,1610612755,SF,6,23.7,0.7,99.0,11.3,68.0,88.0,81.7,1.3,65.9,26.4,55.7,0.3
1631213,Tyrese Martin,1610612751,SG,60,21.9,38.3,10.3,77.3,30.3,21.7,25.3,42.7,27.5,32.2,46.0,47.6
1642266,Ja'Kobe Walter,1610612761,SG,52,21.2,32.7,72.6,0.0,14.3,75.7,52.7,77.3,62.0,33.6,0.0,28.8
1631170,Jaime Jaquez Jr.,1610612748,SF,66,20.7,38.3,7.2,91.7,17.7,72.3,25.3,88.7,54.0,47.9,23.0,61.0
1641824,Matas Buzelis,1610612741,SF,80,18.9,10.3,41.1,12.0,54.0,10.7,58.3,24.7,78.7,52.7,0.0,9.6
1626204,Larry Nance Jr.,1610612737,PF,24,19.3,75.7,40.8,70.7,91.3,92.7,82.7,42.7,36.6,43.5,85.3,33.2
1630573,Sam Hauser,1610612738,PF,71,21.7,91.7,83.6,80.0,92.3,52.7,58.3,42.7,48.1,81.5,55.7,3.1
1641717,Cason Wallace,1610612760,SG,68,27.6,87.0,66.1,93.7,52.0,97.3,73.0,96.3,81.2,17.1,3.0,34.9
1631197,Jared Rhoden,1610612761,SG,14,16.2,49.3,17.5,26.7,60.0,63.3,40.0,0.0,5.9,84.2,35.0,30.8
1629669,Jaylen Nowell,1610612740,SG,8,21.0,76.7,0.3,42.0,0.7,35.0,25.3,3.3,1.7,75.3,46.0,52.4
1629634,Brandon Clarke,1610612763,PF,64,18.9,38.3,88.0,47.0,95.0,75.7,82.0,63.0,90.2,97.6,63.7,10.6
1630314,Brandon Williams,1610612742,PG,33,14.8,58.3,95.9,56.3,81.0,90.3,25.3,99.7,45.3,2.4,35.0,77.7
1628971,Bruce Brown,1610612740,PG,41,22.5,61.0,27.1,58.0,6.0,68.3,58.3,24.7,79.1,4.1,71.3,40.1
1630625,Dalano Banton,1610612757,PG,67,16.7,52.3,47.3,86.3,5.0,68.3,5.0,10.3,29.3,19.9,35.0,74.0
1631165,Keon Ellis,1610612758,SG,80,24.4,38.3,42.1,26.7,96.0,98.3,63.7,63.0,85.7,47.9,35.0,15.4
1630188,Jalen Smith,1610612741,C,64,15.0,38.3,86.6,47.0,58.7,1.0,85.0,42.7,76.3,2.7,35.0,26.0
201144,Mike Conley,1610612750,PG,71,24.7,97.3,25.3,85.7,36.3,72.3,16.0,24.7,63.4,90.8,98.0,80.1
1627752,Taurean Prince,1610612749,SF,80,27.1,57.3,57.2,12.0,83.3,60.3,5.0,3.3,82.2,88.7,81.0,24.3
1631212,Peyton Watson,1610612743,SF,68,24.3,44.7,57.5,9.0,38.0,39.7,63.7,63.0,88.2,36.3,9.7,8.2
1642366,Quinten Post,1610612744,PF,42,16.3,35.7,47.3,0.0,76.0,21.7,79.3,24.7,85.4,68.8,35.0,38.0
1628997,Caleb Martin,1610612742,SF,45,27.1,44.7,97.9,47.0,10.3,60.3,52.7,63.0,99.7,10.3,71.3,31.5
1630558,Davion Mitchell,1610612748,PG,74,27.4,90.0,15.4,91.0,58.7,56.0,25.3,42.7,95.8,30.1,46.0,79.8
1630549,Day'Ron Sharpe,1610612751,C,50,18.1,20.7,90.8,38.3,46.3,72.3,91.7,63.0,74.9,69.2,15.0,57.9
1630623,Tyson Etienne,1610612751,PG,7,21.6,29.0,0.0,54.7,2.3,72.3,0.0,1.0,3.8,8.2,35.0,36.3
1642354,KJ Simpson,1610612766,PG,36,23.4,60.0,5.1,41.7,0.3,75.7,63.7,63.0,19.9,10.3,15.0,67.5
1631255,Karlo Matković,1610612740,PF,42,18.8,10.0,88.0,8.0,91.7,68.3,88.3,77.3,96.5,80.5,23.0,18.8
1629611,Terance Mann,1610612737,SG,67,21.1,82.3,91.4,74.7,72.0,72.3,69.3,10.3,92.0,19.9,63.7,36.0
1642358,AJ Johnson,1610612764,SG,29,22.0,70.7,21.6,63.7,1.0,10.7,1.3,10.3,49.8,59.2,0.0,58.9
1628366,Lonzo Ball,1610612741,PG,35,22.2,86.7,6.5,85.3,17.7,92.0,40.0,77.3,52.3,81.5,55.7,65.4
1631131,Oscar Tshiebwe,1610612762,C,14,18.2,2.3,87.7,51.7,87.3,79.0,99.0,97.3,13.6,89.7,35.0,2.1
1629726,Garrison Mathews,1610612737,SG,47,17.6,52.7,66.8,54.3,66.0,35.0,16.0,10.3,84.3,94.5,63.7,24.0
1629680,Matisse Thybulle,1610612757,SG,15,20.8,68.7,76.7,70.3,82.3,99.7,63.7,42.7,10.8,85.3,63.7,39.7
1631260,AJ Green,1610612749,SG,73,22.7,91.7,18.8,80.0,90.0,10.7,52.7,42.7,50.0,50.0,35.0,50.0
1630182,Josh Green,1610612766,SG,68,27.8,32.7,59.2,26.7,38.0,52.7,58.3,63.0,76.7,77.1,23.0,16.1
1626158,Richaun Holmes,1610612764,PF,31,17.2,61.0,92.1,58.0,96.7,35.0,96.3,42.7,94.4,99.3,81.0,37.3
202692,Alec Burks,1610612748,SG,49,17.6,49.3,77.4,0.0,79.0,39.7,25.3,3.3,40.4,95.9,93.0,22.9
203083,Andre Drummond,1610612755,C,40,18.8,1.0,11.3,63.7,17.7,82.3,94.7,63.0,93.4,92.8,85.3,6.8
1641878,Damion Baugh,1610612766,SG,15,24.7,47.0,3.1,86.3,0.0,88.0,25.3,24.7,1.4,25.0,35.0,75.7
1641741,Ricky Council IV,1610612755,SF,73,17.1,52.7,7.2,63.7,1.7,60.3,40.0,24.7,20.9,21.6,23.0,33.9
1631342,Daeqwon Plowden,1610612737,SG,6,11.9,0.3,98.3,94.0,99.7,0.3,0.0,24.7,0.3,6.5,46.0,0.3
1641713,GG Jackson,1610612763,PF,29,15.8,4.0,3.1,0.0,3.0,28.0,40.0,63.0,50.0,50.0,0.0,50.0
1629048,Goga Bitadze,1610612753,C,70,20.4,61.0,95.5,58.0,94.0,72.3,93.3,42.7,89.5,96.6,46.0,49.7
1641772,Nae'Qwan Tomlin,1610612739,PF,5,12.7,5.3,50.0,0.0,1.0,0.3,76.0,24.7,1.0,64.7,23.0,1.0
1630241,Sam Merrill,1610612739,SG,71,19.7,91.7,1.0,80.0,62.0,60.3,63.7,10.3,77.0,86.3,71.3,25.3
1630200,Tre Jones,1610612741,PG,46,19.7,99.3,93.2,95.7,76.0,63.3,5.0,24.7,83.6,5.1,35.0,89.7
1641783,Tristan da Silva,1610612753,SF,74,22.0,54.7,61.6,54.7,17.7,18.0,40.0,24.7,50.0,50.0,23.0,50.0
1630249,Vít Krejčí,1610612737,PG,57,20.2,90.3,38.4,63.7,97.0,21.7,16.0,42.7,50.0,50.0,35.0,50.0
1627936,Alex Caruso,1610612760,SG,54,19.3,96.7,1.7,13.7,48.7,99.3,73.0,77.3,76.0,37.3,81.0,56.2
1641720,Jalen Hood-Schifino,1610612755,SG,15,21.0,67.7,13.4,60.7,2.7,21.7,40.0,10.3,61.7,87.0,9.7,56.8
1642347,Jamal Shead,1610612761,PG,75,19.6,84.0,36.0,36.0,8.0,79.0,5.0,24.7,71.8,54.1,15.0,91.4
1642419,Jamison Battle,1610612761,SF,59,17.7,48.3,32.9,50.3,74.3,3.0,25.3,10.3,47.0,91.1,23.0,8.6
1629006,Josh Okogie,1610612766,SG,40,15.6,5.3,74.3,24.3,35.0,97.7,25.3,98.3,90.9,57.9,46.0,13.7
1630543,Isaiah Jackson,1610612754,C,5,16.8,5.3,50.0,24.3,89.7,60.3,91.7,77.3,98.6,0.0,15.0,15.8
1631301,Jaylen Sims,1610612766,SG,6,18.6,28.7,38.4,96.7,38.0,5.7,52.7,1.3,0.7,3.1,46.0,52.4
1630288,Jeff Dowtin Jr.,1610612755,PG,41,15.1,98.3,15.4,0.0,49.7,75.7,16.0,10.3,3.1,55.5,63.7,66.4
1630585,Marcus Garrett,1610612766,SG,4,19.8,72.7,5.8,78.7,5.3,89.7,0.0,0.0,3.5,0.3,46.0,81.2
1641810,Antonio Reeves,1610612740,SG,44,15.0,16.3,30.1,35.3,69.3,21.7,1.3,42.7,48.4,55.5,23.0,20.2
