PLAYER_ID,PLAYER_NAME,TEAM_ID,POSITION,GP,MIN,ast_tov_ratio,late_clock_efficiency,clutch_ast_tov,efg_pct,deflections_per_36,screen_assists_per_36,shooting_foul_pct,personal_foul_rate,age,ast_pct
1629638,Nickeil Alexander-Walker,1610612750,SG,82,25.300,2.250,0.356,2.025,0.553,2.100,0.300,25.947,2.400,26,15.000
1641774,Tristan Vukcevic,1610612764,C,35,14.600,0.917,0.416,1.000,0.572,1.190,1.260,18.733,4.000,21,13.000
1642276,Kel'el Ware,1610612748,C,64,22.200,1.000,0.403,0.000,0.582,1.130,2.060,36.364,2.800,20,6.500
1630208,Nick Richards,1610612756,C,57,22.000,0.643,0.628,0.500,0.590,0.680,3.280,77.861,4.000,27,5.900
1641744,Zach Edey,1610612763,C,66,21.500,0.769,0.441,0.000,0.598,0.710,2.370,53.681,4.600,22,6.100
1630639,A.J. Lawson,1610612761,SG,26,18.700,2.000,0.400,1.800,0.514,1.080,0.330,7.980,3.300,24,9.100
1642261,Dalton Knecht,1610612747,SF,78,19.200,1.600,0.372,1.440,0.577,0.520,0.170,21.709,2.200,23,6.500
1641730,Noah Clowney,1610612751,PF,46,22.700,0.900,0.226,1.000,0.475,1.330,0.630,32.588,3.600,20,5.900
1626220,Royce O'Neale,1610612756,SF,75,24.500,2.444,0.336,2.200,0.579,1.510,0.450,31.510,3.000,31,12.300
204456,T.J. McConnell,1610612754,PG,79,17.900,3.143,0.480,2.829,0.532,2.130,0.010,14.657,2.000,32,37.000
1628976,Wendell Carter Jr.,1610612753,C,68,25.900,1.818,0.431,1.636,0.493,1.310,2.180,39.968,4.100,25,11.500
1642274,Yves Missi,1610612740,C,73,26.800,1.273,0.506,1.000,0.552,1.050,3.470,39.356,2.700,20,7.200
201143,Al Horford,1610612738,C,60,27.600,2.625,0.356,2.363,0.552,1.300,1.630,23.345,1.800,38,10.400
203110,Draymond Green,1610612744,PF,68,29.200,2.154,0.433,2.000,0.507,2.650,1.820,45.612,4.000,34,26.200
1630215,Jared Butler,1610612755,SG,60,17.400,2.846,0.408,2.562,0.513,1.730,0.060,32.209,3.300,24,33.800
1631124,Julian Strawther,1610612743,SG,65,21.300,1.444,0.358,1.300,0.520,1.290,0.430,39.945,3.900,22,7.600
1630165,Killian Hayes,1610612751,PG,6,27.100,3.467,0.201,3.120,0.507,2.170,0.170,10.143,2.900,23,28.600
203935,Marcus Smart,1610612764,PG,34,20.000,2.000,0.475,1.800,0.487,2.320,0.240,40.315,2.800,30,21.700
1630172,Patrick Williams,1610612741,PF,63,25.000,1.429,0.305,1.000,0.494,1.730,0.630,19.670,2.000,23,10.300
203991,Clint Capela,1610612737,C,55,21.400,1.222,0.405,1.000,0.563,1.050,2.220,29.720,3.200,30,7.400
1630548,Johnny Juzang,1610612762,SG,64,19.800,1.833,0.415,1.650,0.554,1.060,0.300,34.114,3.600,23,7.900
203994,Jusuf Nurkić,1610612766,C,51,20.800,1.211,0.466,0.000,0.522,1.880,3.350,83.206,4.400,30,16.800
1628379,Luke Kennard,1610612763,SG,65,22.600,3.000,0.410,2.700,0.614,1.430,0.350,12.941,1.400,28,18.500
101108,Chris Paul,1610612759,PG,82,28.000,4.625,0.385,3.500,0.542,2.430,0.620,25.316,2.400,39,34.800
1630551,Justin Champagnie,1610612764,SF,62,21.600,1.111,0.435,0.000,0.606,1.880,0.120,26.134,3.000,23,6.800
1629004,Svi Mykhailiuk,1610612762,SF,38,20.000,1.429,0.346,1.286,0.506,1.560,0.280,26.515,2.000,27,14.700
203957,Danté Exum,1610612742,PG,20,18.600,2.545,0.393,0.000,0.567,0.700,0.400,40.299,3.300,29,21.500
1641726,Dereck Lively II,1610612742,C,36,23.100,2.182,0.774,1.964,0.698,1.560,2.720,57.439,4.300,20,14.300
1627827,Dorian Finney-Smith,1610612747,PF,63,28.900,1.556,0.356,2.000,0.594,1.630,1.020,47.046,2.700,31,6.900
1642268,Isaiah Collier,1610612762,PG,71,25.900,2.172,0.331,1.333,0.462,1.570,0.360,22.727,2.900,20,34.300
1630702,Jaden Hardy,1610612742,SG,57,15.900,1.000,0.297,0.000,0.527,0.960,0.090,24.138,3.600,22,13.200
203482,Kelly Olynyk,1610612740,C,44,20.200,1.706,0.483,0.000,0.557,2.180,1.090,92.804,5.000,33,20.500
203484,Kentavious Caldwell-Pope,1610612763,SG,77,29.600,2.250,,2.025,0.542,2.070,0.580,,2.100,31,8.700
1642273,Kyshawn George,1610612764,SG,68,26.500,1.786,0.348,2.000,0.481,2.060,0.280,44.907,4.000,21,13.300
1629052,Oshae Brissett,1610612755,SF,6,23.700,0.538,0.700,0.485,0.569,2.330,1.330,25.641,3.500,26,4.100
1631213,Tyrese Martin,1610612751,SG,60,21.900,1.667,0.312,3.000,0.519,1.140,0.220,13.294,2.100,25,14.600
1642266,Ja'Kobe Walter,1610612761,SG,52,21.200,1.600,0.435,0.000,0.493,1.800,0.360,23.975,3.100,20,10.200
1631170,Jaime Jaquez Jr.,1610612748,SF,66,20.700,1.667,0.303,4.000,0.500,1.710,0.260,22.046,2.100,23,17.900
1641824,Matas Buzelis,1610612741,SF,80,18.900,1.111,0.379,1.000,0.551,0.820,0.410,31.766,3.000,20,7.200
1626204,Larry Nance Jr.,1610612737,PF,24,19.300,2.286,0.378,2.057,0.615,2.170,1.220,16.671,2.900,32,11.300
1630573,Sam Hauser,1610612738,PF,71,21.700,3.000,0.476,2.700,0.619,1.440,0.440,20.053,2.000,27,5.800
1641717,Cason Wallace,1610612760,SG,68,27.600,2.778,0.421,2.000,0.549,3.590,0.840,32.771,2.800,21,11.500
1631197,Jared Rhoden,1610612761,SG,14,16.200,1.833,0.332,0.000,0.556,1.780,0.330,7.709,3.200,25,10.500
1629669,Jaylen Nowell,1610612740,SG,8,21.000,2.300,0.187,2.070,0.418,1.290,0.290,4.255,1.900,25,15.600
1629634,Brandon Clarke,1610612763,PF,64,18.900,1.667,0.500,1.500,0.627,1.550,1.110,44.912,4.300,28,7.400
1630314,Brandon Williams,1610612742,PG,33,14.800,1.917,0.583,1.725,0.588,1.850,0.190,19.248,2.400,25,23.200
1628971,Bruce Brown,1610612740,PG,41,22.500,2.000,0.353,1.800,0.473,1.760,0.460,32.132,2.800,28,12.800
1630625,Dalano Banton,1610612757,PG,67,16.700,1.846,0.391,3.000,0.467,1.380,0.110,14.036,1.900,25,21.500
1631165,Keon Ellis,1610612758,SG,80,24.400,1.667,0.381,1.000,0.629,3.590,0.530,37.289,3.300,25,8.000
1630188,Jalen Smith,1610612741,C,64,15.000,1.667,0.489,1.500,0.555,0.390,1.280,30.825,3.600,24,9.700
201144,Mike Conley,1610612750,PG,71,24.700,4.091,0.350,4.000,0.530,1.970,0.240,24.448,2.300,37,24.500
1627752,Taurean Prince,1610612749,SF,80,27.100,1.900,0.406,1.000,0.594,1.980,0.150,33.826,2.700,30,9.400
1631212,Peyton Watson,1610612743,SF,68,24.300,1.750,0.407,0.500,0.532,1.430,0.560,40.143,2.700,22,7.000
1642366,Quinten Post,1610612744,PF,42,16.300,1.625,0.391,0.000,0.577,0.830,0.830,36.518,4.400,24,12.200
1628997,Caleb Martin,1610612742,SF,45,27.100,1.750,0.636,2.000,0.485,1.950,0.450,114.907,2.600,29,10.700
1630558,Davion Mitchell,1610612748,PG,74,27.400,2.882,0.328,2.000,0.555,1.930,0.320,56.529,3.300,26,24.200
1630549,Day'Ron Sharpe,1610612751,C,50,18.100,1.385,0.514,1.246,0.540,1.460,1.980,29.574,4.500,23,16.800
1630623,Tyson Etienne,1610612751,PG,7,21.600,1.545,0.125,1.391,0.453,1.710,0.000,6.409,4.100,25,11.900
1642354,KJ Simpson,1610612766,PG,36,23.400,1.938,0.296,1.333,0.399,1.920,0.500,11.535,2.400,22,19.800
1631255,Karlo Matković,1610612740,PF,42,18.800,1.100,0.500,0.000,0.616,1.480,1.710,59.928,4.800,23,8.600
1629611,Terance Mann,1610612737,SG,67,21.100,2.571,0.522,2.314,0.573,1.690,0.520,47.009,3.300,28,11.700
1642358,AJ Johnson,1610612764,SG,29,22.000,2.167,0.343,1.950,0.438,1.140,0.090,20.584,2.800,20,17.100
1628366,Lonzo Ball,1610612741,PG,35,22.200,2.750,0.301,4.000,0.500,2.370,0.310,21.614,2.500,27,18.900
1631131,Oscar Tshiebwe,1610612762,C,14,18.200,0.857,0.499,,0.600,1.570,3.070,10.000,3.400,25,5.300
1629726,Garrison Mathews,1610612737,SG,47,17.600,1.857,0.422,1.671,0.564,1.050,0.170,35.693,3.500,28,9.300
1629680,Matisse Thybulle,1610612757,SG,15,20.800,2.111,0.444,2.333,0.593,4.000,0.470,9.464,1.600,27,12.700
1631260,AJ Green,1610612749,SG,73,22.700,3.000,0.337,2.700,0.612,0.970,0.400,44.259,3.400,25,8.500
1630182,Josh Green,1610612766,SG,68,27.800,1.600,0.410,1.000,0.532,1.880,0.560,30.885,3.100,24,8.200
1626158,Richaun Holmes,1610612764,PF,31,17.200,2.000,0.523,1.800,0.644,0.970,2.430,51.396,3.300,31,12.100
202692,Alec Burks,1610612748,SG,49,17.600,1.833,0.448,0.000,0.582,1.020,0.190,18.051,1.500,33,9.100
203083,Andre Drummond,1610612755,C,40,18.800,0.643,0.318,2.000,0.500,1.680,2.330,49.298,4.500,31,6.800
1641878,Damion Baugh,1610612766,SG,15,24.700,1.762,0.273,0.375,0.368,2.400,0.270,4.194,2.100,24,22.200
1641741,Ricky Council IV,1610612755,SF,73,17.100,1.857,0.303,0.000,0.444,1.400,0.290,11.642,1.900,23,11.400
1631342,Daeqwon Plowden,1610612737,SG,6,11.900,0.429,0.667,,0.821,0.250,0.000,2.885,5.000,26,4.100
1641713,GG Jackson,1610612763,PF,29,15.800,0.909,0.273,0.818,0.457,0.890,0.220,8.734,2.400,20,8.200
1629048,Goga Bitadze,1610612753,C,70,20.400,2.000,0.576,1.800,0.625,1.670,2.370,43.044,3.800,25,14.800
1641772,Nae'Qwan Tomlin,1610612739,PF,5,12.700,1.000,,0.000,0.438,0.250,0.500,4.076,5.100,24,4.400
1630241,Sam Merrill,1610612739,SG,71,19.700,3.000,0.204,2.700,0.558,1.410,0.420,31.056,3.200,28,9.600
1630200,Tre Jones,1610612741,PG,46,19.700,5.250,0.539,4.725,0.577,1.490,0.120,34.522,2.200,25,28.600
1641783,Tristan da Silva,1610612753,SF,74,22.000,1.875,0.415,1.688,0.500,1.010,0.300,19.555,2.100,23,10.300
1630249,Vít Krejčí,1610612737,PG,57,20.200,2.889,0.375,2.000,0.647,1.070,0.150,41.236,3.300,24,16.500
1627936,Alex Caruso,1610612760,SG,54,19.300,3.571,0.230,0.333,0.543,3.510,0.580,30.682,3.500,30,16.600
1641720,Jalen Hood-Schifino,1610612755,SG,15,21.000,2.083,0.323,1.875,0.454,1.070,0.270,23.923,2.900,21,16.700
1642347,Jamal Shead,1610612761,PG,75,19.600,2.625,0.372,1.333,0.478,1.730,0.110,27.845,3.900,22,29.800
1642419,Jamison Battle,1610612761,SF,59,17.700,1.800,0.365,1.620,0.576,0.590,0.200,19.808,3.200,23,7.100
1629006,Josh Okogie,1610612766,SG,40,15.600,1.000,0.438,0.900,0.528,2.160,0.160,46.458,2.700,26,7.900
1630543,Isaiah Jackson,1610612754,C,5,16.800,1.000,,0.900,0.609,1.200,1.800,86.957,6.000,23,8.100
1631301,Jaylen Sims,1610612766,SG,6,18.600,1.538,0.375,0.000,0.532,0.670,0.330,3.066,3.200,26,15.600
1630288,Jeff Dowtin Jr.,1610612755,PG,41,15.100,4.750,0.328,4.275,0.545,1.610,0.140,6.336,1.700,27,19.600
1630585,Marcus Garrett,1610612766,SG,4,19.800,2.200,0.300,,0.471,2.000,0.000,6.349,4.600,26,25.100
1641810,Antonio Reeves,1610612740,SG,44,15.000,1.286,0.359,1.157,0.571,0.930,0.040,20.130,2.200,24,8.800
